V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	fold	pvalue
39	SMED30000261	185	1771	20.24631	16.09164	25.623	20.6537	SMED30000261	218	1770	8.96602	19.6431	18.57793	15.729	-0.392973304217588	0.325731016074112
40	SMED30000275	28	489	16.73516	16.74608	14.17025	15.8838	SMED30000275	28	483	24.39141	20.56725	25.05926	23.3393	0.555205191434017	0.0160509683270995
41	SMED30000291	946	1406	3.84501	3.98902	5.3872	4.40708	SMED30000291	879	1417	13.49281	11.12927	13.50684	12.7096	1.52802363552063	0.00190609334394996
42	SMED30000291	5000	5373	4.20138	5.98668	6.84523	5.67776	SMED30000291	5041	5377	6.52617	3.6625	4.4826	4.89042	-0.215363495042209	0.532751136759438
43	SMED30000299	1984	2644	2.05821	2.08458	2.70284	2.28188	SMED30000299	2000	2644	2.15383	2.9859	3.73972	2.95982	0.375286516869482	0.276923176262911
44	SMED30000311	705	902	3.43421	2.5469	5.15486	3.71199	SMED30000311	736	934	3.74669	4.309	4.51044	4.18871	0.174313180619347	0.603123419573863
45	SMED30000311	1108	1958	9.12913	11.68019	14.10455	11.638	SMED30000311	1093	1958	10.68795	8.79138	6.96113	8.81349	-0.401057829818628	0.196192889442503
46	SMED30000316	630	854	5.92493	9.07554	9.98995	8.33014	SMED30000316	657	832	4.25649	5.36214	7.14367	5.58743	-0.576155890211639	0.149095409504965
47	SMED30000316	2953	3249	5.21596	5.11353	7.88392	6.07114	SMED30000316	3012	3249	4.51783	4.07595	4.41589	4.33656	-0.485416371415347	0.193679416879531
48	SMED30000338	2045	2775	11.97227	18.3048	13.60069	14.6259	SMED30000338	2105	2777	9.5273	7.89624	8.92848	8.78401	-0.735573801330508	0.0834853213417994
49	SMED30000343	17	387	16.76394	16.41053	19.07591	17.4168	SMED30000343	9	390	22.87566	22.55442	17.13837	20.8561	0.259989824394152	0.197761441256903
50	SMED30000345	161	322	4.16677	7.1949	6.57642	5.97936	SMED30000345	77	322	7.78859	4.24904	4.14244	5.39336	-0.148806738872755	0.71941566460682
51	SMED30000345	2415	3009	24.41267	24.65055	38.15874	29.074	SMED30000345	2386	3009	30.85023	28.88819	28.55607	29.4315	0.0176315011944837	0.944815995370314
52	SMED30000350	108	419	3.00481	3.95189	2.70813	3.22161	SMED30000350	132	402	4.23136	3.06529	2.90743	3.40136	0.0783298534109512	0.764958010495034
53	SMED30000350	799	1383	3.48582	4.83483	6.64452	4.98839	SMED30000350	887	1432	5.47266	3.24561	4.52349	4.41392	-0.176513779934801	0.637804099252128
54	SMED30000359	120	478	12.89797	9.42775	14.84266	12.3895	SMED30000359	61	471	9.4512	14.20881	10.56475	11.4083	-0.119034140734199	0.670361483989607
55	SMED30000370	1392	1687	7.77999	4.94957	3.98587	5.57181	SMED30000370	1423	1686	4.90945	8.19621	8.99739	7.36768	0.4030643397576	0.348665605571493
56	SMED30000373	805	1129	5.72558	6.55637	7.8904	6.72412	SMED30000373	925	1149	6.69488	6.27599	5.12661	6.03249	-0.156591852528662	0.432262732134112
57	SMED30000377	14	615	5.35723	5.73735	14.60265	8.56574	SMED30000377	20	423	4.98136	10.06871	8.56713	7.8724	-0.121774360591901	0.85069520327214
58	SMED30000377	1050	1548	3.28837	3.08166	3.10459	3.15821	SMED30000377	1118	1506	3.62333	4.53434	2.9282	3.69529	0.226580485007531	0.367344637337697
59	SMED30000377	1775	2512	9.51382	10.56278	12.33492	10.8038	SMED30000377	1790	2528	15.33906	13.14043	9.55953	12.6797	0.230981773881247	0.392941798400461
60	SMED30000378	183	351	1.78598	2.16101	2.47859	2.14186	SMED30000378	194	348	2.58468	2.03134	1.91774	2.17792	0.024086778315181	0.906157588908302
61	SMED30000393	1235	1573	7.39292	9.00331	7.10299	7.83307	SMED30000393	1309	1573	5.62018	5.76599	4.56242	5.3162	-0.55918246997249	0.0301710275096688
62	SMED30000394	160	583	37.50775	33.96548	45.72218	39.0651	SMED30000394	162	388	14.77747	16.73024	12.46809	14.6586	-1.41413298477979	0.0122398811324109
63	SMED30000411	560	1058	2.74588	3.00442	3.18258	2.97763	SMED30000411	636	1135	5.23461	5.79513	5.98097	5.67024	0.9292453044134	0.00148597167214969
64	SMED30000411	1337	1619	2.35076	2.22389	2.2375	2.27072	SMED30000411	1297	1725	4.01827	5.30358	7.95639	5.75941	1.34277120817989	0.094802523601606
65	SMED30000411	2329	2499	4.3752	4.07257	4.1023	4.18336	SMED30000411	2327	2500	5.42973	8.7565	6.53881	6.90835	0.723679021674726	0.106892370053184
66	SMED30000418	5293	5656	7.87234	8.69507	11.14785	9.23842	SMED30000418	5358	5656	8.60973	7.77516	6.5086	7.63116	-0.275743760526055	0.250469245033752
67	SMED30000421	4181	4406	31.36051	37.08109	36.98722	35.1429	SMED30000421	4211	4406	39.8408	46.43856	35.47667	40.5853	0.207724029944926	0.231343188803735
68	SMED30000440	1178	1893	13.19733	17.1734	20.48135	16.9507	SMED30000440	1226	1893	17.03391	19.01964	16.67987	17.5778	0.0524096646845845	0.800220091553325
69	SMED30000459	2139	2354	5.81988	8.13598	10.62541	8.19376	SMED30000459	2102	2353	8.61079	9.36006	10.99009	9.65365	0.236548885728398	0.417930023130938
70	SMED30000473	451	731	4.71744	4.43056	5.42836	4.85879	SMED30000473	341	963	13.05254	8.8585	11.21402	11.0417	1.18429332442497	0.0305188423258734
71	SMED30000473	2342	2629	6.24458	5.47165	4.86542	5.52722	SMED30000473	2370	2629	4.73181	5.24091	6.03096	5.33456	-0.0511847563170903	0.74368931524817
72	SMED30000483	823	1199	7.27815	10.00891	8.94884	8.7453	SMED30000483	987	1199	9.26128	6.09176	4.93022	6.76109	-0.37125202374965	0.274545024486362
73	SMED30000488	1643	2133	8.89321	13.86526	16.19868	12.9857	SMED30000488	1624	2141	13.60062	12.22332	11.38109	12.4017	-0.0663858893461132	0.816087796569755
74	SMED30000500	229	805	32.15936	38.10645	45.02057	38.4288	SMED30000500	363	804	32.44254	28.17441	26.82319	29.1467	-0.398855376458455	0.11406699939648
75	SMED30000510	75	674	4.72313	10.2613	13.03191	9.33878	SMED30000510	68	603	8.93583	8.19044	7.3829	8.16972	-0.19294745750425	0.6815597650183
76	SMED30000511	493	1386	30.14884	27.7586	36.16682	31.3581	SMED30000511	508	1412	38.09441	33.41746	26.8934	32.8018	0.0649368363364178	0.743596015381366
77	SMED30000512	3353	3689	7.93236	5.80711	9.48033	7.73993	SMED30000512	3488	3689	4.34157	8.15774	5.02084	5.84005	-0.406339797787595	0.297641075417716
78	SMED30000513	82	287	3.88636	10.76536	6.64435	7.09869	SMED30000513	80	307	17.77586	11.00175	13.86283	14.2135	1.00163713665714	0.0640403533481223
79	SMED30000538	1052	1328	16.25904	14.17687	22.23083	17.5556	SMED30000538	1079	1233	8.3476	11.1597	11.32652	10.2779	-0.772385783777227	0.07910524701103
80	SMED30000539	2808	3009	2.94021	3.00053	2.72306	2.88793	SMED30000539	2766	3010	7.02808	5.43202	7.16424	6.54145	1.17957469041793	0.0204246601663332
81	SMED30000542	1165	1341	2.83004	3.14335	3.37938	3.11759	SMED30000542	1179	1341	3.5858	4.64572	4.24992	4.16048	0.416318774545857	0.0579735078450182
82	SMED30000553	3139	3373	6.56753	5.6979	6.57499	6.28014	SMED30000553	3180	3402	5.65192	6.07088	5.22672	5.64984	-0.15258670888124	0.174420943644653
83	SMED30000558	1135	1515	9.0328	9.3761	10.98357	9.79749	SMED30000558	1108	1518	9.23592	15.72643	11.96937	12.3106	0.329416977881389	0.312384790361102
84	SMED30000559	9961	10214	3.61662	5.14871	7.47243	5.41259	SMED30000559	9885	10260	6.79951	11.63061	7.95854	8.79622	0.700564578493099	0.144051902658548
85	SMED30000562	1686	2151	7.86075	7.7155	8.46995	8.0154	SMED30000562	1821	2151	4.83472	4.90758	4.41648	4.71959	-0.764112983040729	0.000619372197029801
86	SMED30000565	8364	8523	3.35516	2.61397	5.01012	3.65975	SMED30000565	8361	8523	7.49939	5.14111	11.50384	8.04811	1.13690492335269	0.129190705267119
87	SMED30000573	29	379	13.5794	14.77895	29.88085	19.4131	SMED30000573	29	327	11.4344	11.44746	14.99317	12.625	-0.620747126762186	0.323961913201262
88	SMED30000576	823	1007	4.53937	3.32318	3.84814	3.90356	SMED30000576	819	1014	7.24379	6.44494	6.85396	6.84756	0.810799557322851	0.00375179520950902
89	SMED30000576	1699	2169	7.5336	7.99371	10.35584	8.62772	SMED30000576	1665	2168	5.18445	6.62476	5.30662	5.70528	-0.596681664811278	0.0588908089945663
90	SMED30000584	118	276	40.09279	55.95853	67.29781	54.4497	SMED30000584	123	282	34.99317	31.48412	31.05301	32.5101	-0.744036106469614	0.105211465723243
91	SMED30000621	220	498	5.17931	5.69214	4.80543	5.22563	SMED30000621	266	493	3.38088	4.41053	2.96022	3.58388	-0.544082646388506	0.0413343214071616
92	SMED30000640	959	1164	5.45479	6.93208	7.65138	6.67942	SMED30000640	1000	1162	3.80511	2.77383	3.72823	3.43572	-0.95911036700436	0.0211708025084699
93	SMED30000643	277	702	7.28653	7.95164	8.81431	8.01749	SMED30000643	321	702	7.8166	7.53656	7.34273	7.5653	-0.083753355961014	0.417328126694847
94	SMED30000643	1158	1987	21.8802	28.39643	29.50288	26.5932	SMED30000643	1189	1987	26.14644	21.6122	25.74369	24.5008	-0.118228532450579	0.502339013594375
95	SMED30000644	4556	5033	8.13837	9.38645	15.95229	11.159	SMED30000644	4617	5033	12.17849	11.52567	8.91994	10.8747	-0.0372321456972115	0.921246971717272
96	SMED30000646	2094	2361	3.9378	4.01915	5.32492	4.42729	SMED30000646	2119	2351	3.68141	2.55181	2.81554	3.01625	-0.553667866690025	0.0712203619836137
97	SMED30000648	1751	2064	15.58158	16.10766	24.63881	18.776	SMED30000648	1876	2065	19.39543	13.04959	11.96937	14.8048	-0.342824745884605	0.351074915946192
98	SMED30000654	2098	2303	3.22621	3.09966	2.95839	3.09475	SMED30000654	2096	2303	2.3804	1.67191	2.13348	2.06193	-0.585827514593485	0.0265731606306719
99	SMED30000661	269	884	13.77502	18.51179	21.07657	17.7878	SMED30000661	35	1007	40.63805	32.45667	31.91832	35.0043	0.976644067842575	0.00985452702176479
100	SMED30000664	2164	2955	10.76844	10.22456	13.87803	11.6237	SMED30000664	2149	2960	16.75706	20.01208	32.48796	23.0857	0.989930104602148	0.132686775535719
101	SMED30000668	1838	2385	9.49714	14.78544	14.9508	13.0778	SMED30000668	1818	2385	14.6707	9.41533	7.23666	10.4409	-0.324873788488265	0.408048820879018
102	SMED30000671	89	762	20.59455	18.52986	26.1535	21.7593	SMED30000671	138	586	12.62242	8.78641	8.97703	10.1286	-1.10319737055219	0.0193024757049114
103	SMED30000681	562	765	5.05525	6.7801	6.87224	6.23586	SMED30000681	609	765	7.7796	7.22967	8.00151	7.67026	0.298686943063946	0.12259864226745
104	SMED30000689	923	1132	11.69347	10.20186	21.6425	14.5126	SMED30000689	945	1133	11.70367	14.64137	11.45061	12.5986	-0.204042582737673	0.65287138843963
105	SMED30000690	2897	3415	10.529	12.06898	17.48216	13.36	SMED30000690	3141	3416	9.67971	10.07541	8.89369	9.5496	-0.484407797833883	0.20997781671008
106	SMED30000691	689	1185	5.69256	6.49368	6.80333	6.32986	SMED30000691	751	1184	4.40301	4.21532	2.42669	3.68167	-0.781813272297353	0.0332627119558767
107	SMED30000694	541	759	6.17902	8.63774	11.73469	8.85048	SMED30000694	542	714	5.21844	5.74819	5.93204	5.63289	-0.651880402273251	0.181273003758515
108	SMED30000699	232	1695	29.90907	32.39132	42.03998	34.7801	SMED30000699	256	1695	24.45717	29.55169	28.20224	27.4037	-0.343891384180942	0.174141382230332
109	SMED30000756	254	702	7.50748	11.56686	8.10608	9.06014	SMED30000756	279	702	9.79491	7.05156	6.69396	7.84681	-0.207427075705405	0.492969708467839
110	SMED30000756	4596	4812	7.24329	8.03127	7.83568	7.70341	SMED30000756	4578	4812	15.63235	11.07327	10.8175	12.5077	0.69924740413195	0.0884580370131734
111	SMED30000763	204	580	4.69631	4.28729	8.74477	5.90946	SMED30000763	222	581	3.42528	4.32509	3.4128	3.72106	-0.667312651231277	0.261338611148395
112	SMED30000765	1349	1645	13.39481	12.97653	21.1088	15.8267	SMED30000765	1362	1651	16.44489	13.73237	15.41534	15.1975	-0.0585264540030091	0.837946284934451
113	SMED30000771	234	385	5.10848	4.21445	5.03176	4.7849	SMED30000771	220	430	9.22015	11.727	7.14091	9.36269	0.968434316901022	0.0686230623049444
114	SMED30000773	83	441	11.38072	14.82837	17.29836	14.5025	SMED30000773	85	441	11.46456	9.33236	10.36582	10.3876	-0.481439253634126	0.126558281185303
115	SMED30000778	878	1205	3.35049	2.81577	2.50257	2.88961	SMED30000778	858	1206	6.2208	4.87814	5.47566	5.52487	0.935065727700867	0.00749675938362358
116	SMED30000778	1406	1756	3.85404	3.70401	3.27996	3.61267	SMED30000778	1423	1758	3.30177	3.9122	2.68364	3.2992	-0.130949239728596	0.486524291189622
117	SMED30000785	2309	2588	7.08524	7.61135	7.099	7.2652	SMED30000785	2355	2579	6.12038	5.28734	7.79963	6.40245	-0.182378432498873	0.363386769756949
118	SMED30000786	661	954	17.49596	24.5774	24.80622	22.2932	SMED30000786	661	942	23.89985	17.90534	17.23381	19.6797	-0.179895489905905	0.46074741669559
119	SMED30000794	290	633	2.48015	2.38387	1.96555	2.27652	SMED30000794	291	661	3.07424	2.95893	3.1096	3.04759	0.420838692490767	0.0314541051936148
120	SMED30000805	185	675	8.02927	12.75438	16.77229	12.5186	SMED30000805	200	672	12.1203	8.15991	6.57218	8.9508	-0.483984691815757	0.312228035191094
121	SMED30000805	1193	1968	18.10001	21.07909	27.46601	22.215	SMED30000805	1287	1968	24.91186	17.77481	19.28901	20.6586	-0.104791652948143	0.681900962099527
122	SMED30000816	1630	1918	4.84674	4.55192	5.43395	4.9442	SMED30000816	1653	1911	2.24463	4.30971	2.97262	3.17565	-0.638685186965731	0.0831366629778739
123	SMED30000819	1032	1545	16.62062	19.23795	26.3988	20.7525	SMED30000819	1065	1546	17.652	16.94584	21.14729	18.5817	-0.159402647825995	0.549817760155385
124	SMED30000821	584	1190	5.76698	6.44955	15.47889	9.23181	SMED30000821	701	1190	5.98388	7.97171	4.72223	6.22594	-0.568321858684616	0.441877084131799
125	SMED30000845	1256	1510	10.41803	15.58749	17.86595	14.6238	SMED30000845	1236	1510	10.64354	11.99667	11.94515	11.5285	-0.343113432074877	0.293696470650583
126	SMED30000846	461	708	8.7523	10.05614	14.90078	11.2364	SMED30000846	514	706	10.96696	9.46041	12.81904	11.0821	-0.0199485979418985	0.94624836613326
127	SMED30000853	91	362	7.41735	7.52521	6.33256	7.09171	SMED30000853	110	289	3.27319	4.63442	5.54445	4.48402	-0.661340828591933	0.0378517644350317
128	SMED30000872	1111	1590	8.37099	9.44786	10.39994	9.40626	SMED30000872	1181	1590	7.61164	9.32013	6.85175	7.92784	-0.24669336423478	0.192673848095033
129	SMED30000882	48	640	45.36676	40.32933	74.48131	53.3925	SMED30000882	45	647	188.33479	79.20751	93.17781	120.24	1.1712079072801	0.182880274891188
130	SMED30000919	2610	2810	18.57888	18.94456	25.48943	21.0043	SMED30000919	2605	2810	17.36817	23.93664	20.76558	20.6901	-0.0217440885449482	0.920153758339202
131	SMED30000921	81	463	1.88804	2.84216	2.41449	2.38156	SMED30000921	75	470	3.19621	3.68132	3.97934	3.61896	0.603668266036586	0.0273872680184315
132	SMED30000921	1055	1477	3.68214	3.9829	6.26466	4.64323	SMED30000921	1054	1479	6.27064	5.7579	6.78995	6.27283	0.433987718863949	0.174187126115058
133	SMED30000927	138	449	8.40389	10.61384	10.5732	9.86364	SMED30000927	86	329	3.26782	4.68447	3.49107	3.81445	-1.37064509372134	0.00424512896754081
134	SMED30000950	2648	2951	12.67415	14.89637	20.70496	16.0918	SMED30000950	2650	2949	12.76625	11.1531	7.62179	10.5137	-0.614055237914174	0.133293811045485
135	SMED30000957	1191	1753	12.88728	18.88131	23.64364	18.4707	SMED30000957	1300	1753	22.16621	17.73406	23.44002	21.1134	0.192920379626433	0.509713780659505
136	SMED30000968	2102	2737	9.72636	14.80076	9.86874	11.4653	SMED30000968	2083	2736	11.07802	9.18435	8.17753	9.47997	-0.274319706101877	0.36744216918866
137	SMED30000974	489	789	7.78233	10.74679	14.45072	10.9933	SMED30000974	522	792	12.11704	12.88117	8.6067	11.2016	0.0270802932612057	0.933729486361846
138	SMED30000976	1292	1711	4.24838	6.23058	7.91468	6.13121	SMED30000976	1207	1663	4.92898	4.02304	5.79353	4.91518	-0.318927568404821	0.380074078559395
139	SMED30000977	667	921	13.3247	15.28367	18.48026	15.6962	SMED30000977	741	920	9.90586	8.88827	10.59834	9.79749	-0.679931229091072	0.0477229328845919
140	SMED30000984	230	843	13.78854	16.27387	16.56858	15.5437	SMED30000984	535	842	4.85278	6.10604	4.95174	5.30352	-1.55130784766078	0.00244699186788829
141	SMED30000995	815	954	2.46084	2.16151	2.62118	2.41451	SMED30000995	812	955	3.00961	2.94713	2.75171	2.90282	0.265724676513306	0.0473540980495128
142	SMED30000996	417	745	4.95547	4.258	5.33124	4.84824	SMED30000996	389	846	9.94965	11.09056	10.1522	10.3975	1.10070366228197	0.000319529318554799
143	SMED30001010	83	785	13.06881	14.9465	16.29016	14.7685	SMED30001010	124	785	7.85776	15.34297	15.60853	12.9364	-0.191087109107484	0.555138252341132
144	SMED30001022	25	374	15.34548	11.92715	8.16723	11.8133	SMED30001022	5	239	19.16153	18.40327	23.11453	20.2264	0.775827532012622	0.0345645234247838
145	SMED30001031	1329	1669	9.9019	11.83428	15.27403	12.3367	SMED30001031	1160	1718	17.64562	11.97942	13.79263	14.4726	0.2303675920252	0.404585881056764
146	SMED30001034	62	196	18.96888	23.07963	40.07518	27.3746	SMED30001034	35	233	45.256	38.14495	39.8979	41.0996	0.58628646892667	0.158040952267387
147	SMED30001036	1935	2118	8.47658	8.66034	10.06691	9.06794	SMED30001036	1935	2118	9.12885	13.55593	9.33231	10.6724	0.235037894331838	0.385169366787849
148	SMED30001043	99	316	5.95864	6.39212	9.34772	7.23283	SMED30001043	97	319	15.53198	11.74955	18.45297	15.2448	1.07568507527179	0.0342661332652552
149	SMED30001057	1657	2105	7.36461	7.90902	12.50883	9.26082	SMED30001057	1548	2074	5.90636	7.6748	9.69838	7.75985	-0.255111177685284	0.493241005317079
150	SMED30001060	2322	2688	10.53885	9.57508	8.30604	9.47332	SMED30001060	2392	2689	9.25575	7.06502	7.1555	7.82542	-0.27570193285461	0.163434407679676
151	SMED30001071	343	675	9.13267	12.06787	15.81888	12.3398	SMED30001071	391	714	13.90728	17.83321	17.37113	16.3705	0.407779374468853	0.166649853864588
152	SMED30001076	1146	1382	10.52604	9.86227	18.54085	12.9764	SMED30001076	1218	1382	6.32652	6.25855	6.99996	6.52834	-0.991102095870456	0.145967076235642
153	SMED30001081	159	388	2.763	3.53472	3.25696	3.18489	SMED30001081	132	416	7.02822	4.80641	7.62548	6.4867	1.02624117249098	0.0532417878640586
154	SMED30001081	680	948	4.57721	3.86529	4.54777	4.33009	SMED30001081	665	910	4.64946	3.27742	4.20749	4.04479	-0.0983322095396305	0.581590541815083
155	SMED30001093	535	855	12.62993	13.24908	21.04409	15.641	SMED30001093	578	855	9.87552	10.90358	8.06176	9.61362	-0.702181069682795	0.146740022185544
156	SMED30001103	672	885	15.41343	14.5959	25.76341	18.5909	SMED30001103	679	973	16.52888	15.95443	14.29253	15.5919	-0.253799871053955	0.493375381318594
157	SMED30001106	2231	3043	11.92257	14.12405	16.74102	14.2625	SMED30001106	2289	2751	11.49905	10.23443	9.76125	10.4982	-0.442084898973633	0.100200565531768
158	SMED30001112	225	594	10.68125	15.07596	17.35364	14.3703	SMED30001112	312	507	4.89629	5.02465	2.78336	4.23477	-1.76273465962961	0.024270918814345
159	SMED30001113	3153	5294	9.08143	9.32529	5.6339	8.01354	SMED30001113	4206	5294	9.42741	9.41321	6.58333	8.47465	0.0807140893477811	0.777687712768957
160	SMED30001116	1951	2184	10.02279	18.76981	21.85749	16.8834	SMED30001116	1927	2289	77.00741	94.64998	122.47309	98.0435	2.53781652206959	0.0197981079859069
161	SMED30001116	4367	4523	6.28211	6.0551	8.1005	6.81257	SMED30001116	4336	4525	22.94295	18.73378	23.66879	21.7818	1.67685212628746	0.00446196439981668
162	SMED30001116	5248	5748	17.58208	18.71526	22.1549	19.4841	SMED30001116	5386	5747	13.97423	21.5037	13.69163	16.3899	-0.249490240661312	0.36330216524392
163	SMED30001117	410	1011	5.22104	7.66942	8.04803	6.9795	SMED30001117	443	1011	6.27335	3.56614	4.29101	4.71017	-0.567344557122429	0.132132549691658
164	SMED30001120	477	703	1.90067	2.02474	2.1664	2.0306	SMED30001120	462	722	3.70534	2.04418	3.383	3.04417	0.584142850868897	0.181983859814613
165	SMED30001122	193	589	6.18843	7.08559	8.91542	7.39648	SMED30001122	217	467	5.00706	3.35994	4.68244	4.34981	-0.765886467215052	0.0414652320790454
166	SMED30001127	438	667	17.2815	19.18737	27.5428	21.3372	SMED30001127	423	667	19.01037	24.99397	29.98711	24.6638	0.209024226545088	0.498269401900218
167	SMED30001142	3893	4343	3.61145	5.56408	5.49394	4.88982	SMED30001142	3920	4352	3.219	4.69774	5.13223	4.34966	-0.168878724677839	0.565506711591013
