V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	fold	pvalue
13	SMED30000046	1013	1455	6.2856	7.95518	10.0663	8.10236	SMED30000046	958	1455	6.98604	6.30313	9.58823	7.6258	-0.0874534932030715	0.764101097683591
14	SMED30000049	315	736	4.97528	5.80128	7.50914	6.09523	SMED30000049	355	693	3.73286	3.93612	5.37294	4.34731	-0.487557685488625	0.135095627788427
15	SMED30000054	1770	2717	21.76881	18.2677	28.65929	22.8986	SMED30000054	1543	2706	20.08976	20.85928	21.4066	20.7852	-0.139702765954914	0.561169061390473
16	SMED30000064	182	462	6.25934	6.91833	8.70789	7.29519	SMED30000064	195	461	4.05379	3.3926	5.11168	4.18602	-0.80136634845728	0.0302000697554995
17	SMED30000065	803	1405	3.10835	5.17096	6.83596	5.03842	SMED30000065	782	1404	6.14813	6.67137	7.76356	6.86102	0.445451682586611	0.227687925348881
18	SMED30000078	560	712	3.74342	4.42902	6.56676	4.91307	SMED30000078	566	712	4.05897	4.61951	6.42805	5.03551	0.0355131084650814	0.917683069748701
19	SMED30000082	1727	1928	3.27475	3.71857	4.28938	3.7609	SMED30000082	1749	1909	2.47291	3.18338	3.63952	3.0986	-0.279461417883791	0.215509831391662
20	SMED30000093	776	971	4.18937	5.49561	6.71753	5.4675	SMED30000093	793	967	3.06642	2.8795	2.91302	2.95298	-0.888709729881261	0.0740362593300381
21	SMED30000096	3924	4175	4.42906	4.95744	9.0094	6.13197	SMED30000096	3845	4176	4.77493	5.26675	7.05772	5.6998	-0.105439341273863	0.805835179694236
22	SMED30000107	136	336	4.21248	4.76047	4.93049	4.63448	SMED30000107	114	323	4.58551	3.73745	5.91223	4.74506	0.0340188558336931	0.881300750772837
23	SMED30000107	1458	1873	19.88789	23.07052	24.95079	22.6364	SMED30000107	1423	1869	14.78632	25.106	20.36106	20.0845	-0.172561989926001	0.500325035971667
24	SMED30000109	218	997	10.77939	12.93113	15.86657	13.1924	SMED30000109	233	998	9.33625	10.28145	12.56487	10.7275	-0.298393146681921	0.244604490202293
25	SMED30000112	2310	2649	12.0467	9.00483	13.67017	11.5739	SMED30000112	2327	2647	11.11499	11.37155	13.09226	11.8596	0.03518026735574	0.862096983960334
26	SMED30000117	1966	2153	2.14858	2.742	3.04422	2.64493	SMED30000117	1918	2157	5.22325	6.34468	6.0189	5.86228	1.14823233622786	0.00199710048070202
27	SMED30000118	860	1453	12.18481	14.63277	11.99147	12.9363	SMED30000118	855	1431	13.60065	13.67663	14.60395	13.9604	0.109915237708671	0.354306928873635
28	SMED30000119	591	775	3.05013	2.97626	3.3523	3.12623	SMED30000119	567	776	4.13564	3.58466	3.91035	3.87688	0.310472157617224	0.022584472249014
29	SMED30000126	457	683	3.69081	4.22893	3.88938	3.93637	SMED30000126	418	1030	4.0512	4.78688	4.27644	4.37151	0.151265865726916	0.187292867352822
30	SMED30000129	5733	5920	8.47712	9.70565	9.32832	9.17036	SMED30000129	5721	5929	5.10087	4.71552	6.80084	5.53908	-0.727331995428532	0.0140727108100647
31	SMED30000130	1842	2293	5.57275	4.96082	8.82141	6.45166	SMED30000130	1758	2292	3.49899	3.01365	4.56133	3.69132	-0.805533600992712	0.135334246647433
32	SMED30000131	2950	3287	10.10288	9.41853	10.89523	10.1389	SMED30000131	2786	3285	5.53528	7.61917	10.20912	7.78786	-0.380602283960252	0.218224962432032
33	SMED30000132	2067	2569	49.26552	58.07802	71.36288	59.5688	SMED30000132	2037	2570	39.55701	47.14175	65.1665	50.6218	-0.23479808918204	0.420530667401647
34	SMED30000137	3433	3727	3.63025	3.56653	3.27227	3.48968	SMED30000137	3421	3638	2.96243	3.43845	4.3412	3.58069	0.037142873154902	0.845883649132479
35	SMED30000147	979	1278	1.91098	2.99646	5.05608	3.32117	SMED30000147	954	1278	1.77989	2.86307	3.16142	2.60146	-0.352370047011807	0.532217673558965
36	SMED30000150	23	671	23.83959	26.13941	22.84392	24.2743	SMED30000150	22	680	24.73929	23.71646	38.0764	28.844	0.248841553975372	0.428487239910188
37	SMED30000153	1420	1945	23.03985	17.63541	30.90377	23.8597	SMED30000153	1386	1945	24.00465	21.3167	24.61905	23.3135	-0.0334102943347428	0.902121773298473
38	SMED30000156	325	521	3.3488	3.47445	3.34657	3.38994	SMED30000156	297	518	3.44612	3.70151	3.41825	3.52196	0.0551187854137352	0.281385958147077
39	SMED30000160	3098	3434	24.42224	16.04267	22.73961	21.0682	SMED30000160	3099	3430	11.74528	11.42752	11.63814	11.6036	-0.860494591309457	0.0657789637178115
40	SMED30000188	4442	4721	7.35306	5.53676	7.22075	6.70352	SMED30000188	4385	4720	7.64931	6.36763	7.55056	7.18917	0.100906369313046	0.538261512637598
41	SMED30000192	2634	2780	2.84585	2.59936	2.20037	2.54853	SMED30000192	2572	2766	2.96315	2.3087	2.36199	2.54461	-0.00222077762519575	0.989591777435215
42	SMED30000193	51	276	6.98484	5.05152	6.70098	6.24578	SMED30000193	48	275	3.04132	4.96383	5.32718	4.44411	-0.490987226517912	0.126826979203187
43	SMED30000194	2409	2776	7.66135	7.01236	5.69865	6.79079	SMED30000194	2376	2775	6.00528	6.20656	7.82773	6.67986	-0.0237615525093871	0.898449061021006
44	SMED30000194	2962	3122	4.94355	4.5965	4.63335	4.72447	SMED30000194	2960	3122	3.77702	5.61897	5.1582	4.8514	0.038248641111802	0.841541203547987
45	SMED30000196	213	1385	13.71879	10.50732	14.32862	12.8516	SMED30000196	213	1285	7.41762	7.47309	11.01595	8.63555	-0.573588012072395	0.0660692593362902
46	SMED30000196	1600	1925	62.81884	43.33459	77.26201	61.1385	SMED30000196	1608	1925	29.42169	35.31551	50.20238	38.3132	-0.67423962916303	0.13397281694412
47	SMED30000200	802	1046	3.63391	4.7968	3.77294	4.06788	SMED30000200	756	1046	3.89752	4.10233	5.58016	4.52667	0.154173014924069	0.520441915624681
48	SMED30000200	2387	2567	3.29205	4.63319	2.75178	3.55901	SMED30000200	2346	2568	3.29652	3.67384	4.32767	3.76601	0.0815608442940758	0.765474609199427
49	SMED30000203	211	783	17.73266	12.44912	10.86639	13.6827	SMED30000203	217	736	9.83015	9.59065	12.97319	10.798	-0.341588822670398	0.305584214823604
50	SMED30000223	3813	4803	15.20493	15.59083	14.01112	14.9356	SMED30000223	3742	4795	12.60215	15.26234	21.07458	16.313	0.127266926100851	0.639513270943101
51	SMED30000223	5508	6288	15.4903	15.36461	17.62575	16.1602	SMED30000223	5771	6288	7.91791	8.90433	10.84396	9.22207	-0.809282531454254	0.00386255872455335
52	SMED30000236	997	1167	3.70191	3.92539	5.55288	4.39339	SMED30000236	999	1167	4.36247	4.18936	5.68204	4.74462	0.11095797264833	0.664946661583108
53	SMED30000242	195	712	6.4808	8.01312	7.93913	7.47768	SMED30000242	171	713	7.89906	9.91142	9.73061	9.18036	0.295959995011669	0.108791723359238
54	SMED30000261	179	1770	16.69938	17.10417	18.61166	17.4717	SMED30000261	203	1770	20.70926	17.47074	25.52681	21.2356	0.281464882194338	0.245489738793778
55	SMED30000262	81	351	16.86276	14.63833	14.01257	15.1712	SMED30000262	152	345	5.51491	6.35826	9.45956	7.11091	-1.09322910141535	0.00720781735660829
56	SMED30000274	168	1783	17.08365	14.83099	17.29411	16.4029	SMED30000274	585	1781	10.25853	10.43551	14.26094	11.6517	-0.49341044145474	0.0465686085545185
57	SMED30000275	29	485	19.33097	19.14288	14.04308	17.5056	SMED30000275	32	485	16.27141	16.45332	16.96799	16.5642	-0.0797479832596858	0.642173013761145
58	SMED30000284	597	845	5.31563	5.73575	6.73714	5.92951	SMED30000284	481	820	4.40082	4.16742	4.63564	4.40129	-0.429986455243683	0.0570881114512208
59	SMED30000291	987	1406	6.13508	6.34278	4.97291	5.81692	SMED30000291	887	1431	6.55387	8.24594	8.8198	7.8732	0.436694663998564	0.0741902409395874
60	SMED30000291	5000	5378	5.46147	4.29075	6.03111	5.26111	SMED30000291	5004	5377	5.66894	5.66754	4.79016	5.37555	0.0310451573073257	0.857944216877785
61	SMED30000299	2014	2645	1.83854	2.01146	3.16359	2.33786	SMED30000299	1969	2644	2.04894	2.4086	3.13758	2.53171	0.114923619360834	0.731771737002045
62	SMED30000310	1979	2215	8.01171	8.33378	14.39489	10.2468	SMED30000310	1870	2136	6.19923	9.00483	10.01048	8.40485	-0.285879459796616	0.491709525892076
63	SMED30000311	694	2048	10.60616	9.38844	9.57931	9.85797	SMED30000311	679	2035	10.30738	12.23288	12.41722	11.6525	0.241277017190974	0.0990472261007156
64	SMED30000316	2931	3252	5.66465	5.91786	7.34394	6.30882	SMED30000316	2984	3248	4.74358	5.26202	5.88817	5.29792	-0.251944130353381	0.190436829377505
65	SMED30000338	2095	2775	9.86096	11.35167	10.31709	10.5099	SMED30000338	2063	2775	11.64054	11.32795	18.87777	13.9488	0.40839207156195	0.296622101057547
66	SMED30000343	14	390	16.35135	17.3682	7.74217	13.8206	SMED30000343	10	390	11.85521	25.57689	27.06316	21.4984	0.637409043005351	0.262905488247989
67	SMED30000345	95	333	7.54278	6.89441	7.079	7.17206	SMED30000345	109	333	7.0826	8.20415	7.02651	7.43775	0.052478698892878	0.580480816260767
68	SMED30000345	2408	3009	24.35136	30.47653	40.19964	31.6758	SMED30000345	2381	3009	25.84818	26.25024	32.40101	28.1665	-0.169400752358399	0.542272228019096
69	SMED30000350	106	402	4.51493	5.36687	3.83883	4.57354	SMED30000350	124	402	2.78673	2.65623	2.69172	2.71156	-0.754188174960301	0.0510001550854462
70	SMED30000350	795	1387	3.06718	2.97692	2.93531	2.99314	SMED30000350	781	1407	3.80426	6.09465	7.10307	5.66733	0.92100945034248	0.11114574503321
71	SMED30000359	137	470	11.04149	7.44879	22.2656	13.5853	SMED30000359	102	469	9.79224	8.1381	12.44051	10.1236	-0.424324014056576	0.523667124855578
72	SMED30000370	1402	1681	4.64356	5.8301	3.05494	4.50953	SMED30000370	1437	1686	4.26216	3.42866	7.1954	4.96207	0.137965009226387	0.763932599858441
73	SMED30000370	3644	4070	4.59541	5.21423	5.05844	4.95603	SMED30000370	3603	4069	5.45999	8.39909	6.72044	6.85984	0.468990006668836	0.149376656636913
74	SMED30000373	895	1130	5.21549	5.18992	7.20623	5.87055	SMED30000373	878	1129	6.80005	7.0188	7.8625	7.22712	0.299925176325866	0.168510949080757
75	SMED30000377	30	402	4.26292	3.86752	13.00408	7.04484	SMED30000377	17	447	9.02431	12.15671	13.80904	11.6634	0.727349564138199	0.260254281551471
76	SMED30000377	1201	1456	2.66154	2.1869	2.84311	2.56385	SMED30000377	1134	1456	3.57691	3.86372	4.59541	4.01201	0.64601334344357	0.0216713439257889
77	SMED30000377	2176	2528	11.79751	8.89119	9.54566	10.0781	SMED30000377	1779	2526	10.99475	15.22404	17.33663	14.5185	0.526668730250538	0.1250413467016
78	SMED30000378	190	359	2.44037	3.52169	2.18008	2.71405	SMED30000378	208	342	1.9125	1.34874	1.75745	1.6729	-0.698096090485251	0.112102071635446
79	SMED30000393	1293	1573	7.12476	6.95602	8.1042	7.39499	SMED30000393	1306	1573	5.21414	6.58608	6.87242	6.22421	-0.248657459864117	0.14245500979413
80	SMED30000394	21	522	41.31783	42.96547	46.65733	43.6469	SMED30000394	163	415	24.04703	19.44777	26.31937	23.2714	-0.907321185347142	0.00171868672022201
81	SMED30000394	843	1504	8.281	6.30285	10.24895	8.2776	SMED30000394	843	1504	7.18226	5.59056	6.86752	6.54678	-0.338427035657529	0.26589023183821
82	SMED30000403	1798	2090	9.17568	5.16698	6.3953	6.91265	SMED30000403	1817	2089	6.71833	6.70518	6.35558	6.59303	-0.0682972352171011	0.813231913634099
83	SMED30000409	1844	2337	4.65823	2.85679	7.97135	5.16212	SMED30000409	1856	2335	6.42152	7.37288	9.51828	7.77089	0.590116160862576	0.225630898086158
84	SMED30000411	555	1031	3.1142	3.30782	3.75923	3.39375	SMED30000411	591	1118	3.60076	4.49068	4.55186	4.21443	0.312457227507506	0.0990050120522624
85	SMED30000418	5293	5656	9.13132	5.95245	8.39362	7.8258	SMED30000418	5310	5644	7.12535	7.26864	8.10375	7.49925	-0.0614919215941871	0.772053005609385
86	SMED30000421	4183	4407	32.4204	30.29109	50.45985	37.7238	SMED30000421	4167	4406	42.07523	29.87749	53.34083	41.7645	0.146802157233716	0.686986340990202
87	SMED30000440	1227	1893	12.40883	13.64312	22.0074	16.0198	SMED30000440	1168	1894	20.82763	22.7474	28.10591	23.8936	0.576768101631513	0.108488348806146
88	SMED30000445	79	495	14.9521	10.50948	10.31709	11.9262	SMED30000445	98	487	5.55977	8.95393	9.82519	8.11296	-0.555834155293172	0.130323463938579
89	SMED30000445	3040	3197	6.12411	4.56346	8.26812	6.31856	SMED30000445	3013	3197	7.04069	6.11949	8.54359	7.23459	0.195315452775662	0.5211728211369
90	SMED30000449	1691	1929	4.54834	5.14156	6.04981	5.24657	SMED30000449	1686	1929	5.28351	5.10239	7.07366	5.81985	0.149607415811155	0.500424419938663
91	SMED30000459	2112	2353	6.31168	6.98881	7.07966	6.79338	SMED30000459	2042	2347	6.67169	6.98496	9.84597	7.83421	0.205658244783889	0.412387572983359
92	SMED30000463	578	818	3.14509	1.99143	3.72625	2.95426	SMED30000463	589	811	2.50645	2.88359	3.34092	2.91032	-0.0216190098323286	0.943046397215436
93	SMED30000473	451	723	5.52406	5.62697	4.23107	5.12737	SMED30000473	388	963	5.5313	6.61415	8.15843	6.76796	0.400502032973465	0.15390203353382
94	SMED30000473	2365	2628	5.63347	6.03354	3.91397	5.19366	SMED30000473	2389	2629	3.72911	4.12186	5.66927	4.50675	-0.204664149303781	0.478764319952699
95	SMED30000473	2874	3143	4.92225	5.98441	8.71406	6.54024	SMED30000473	2837	3140	6.06034	6.23309	6.84773	6.38039	-0.0356989665721855	0.901613431693846
96	SMED30000473	3316	3569	8.89336	9.25242	8.65928	8.93502	SMED30000473	3333	3550	4.6489	4.09025	4.95107	4.56341	-0.969358679896773	0.000295361959185247
97	SMED30000479	835	1187	10.19578	9.27048	13.00236	10.8229	SMED30000479	866	1187	5.3825	3.4571	8.24989	5.6965	-0.925939434700498	0.0480731206980456
98	SMED30000483	909	1199	8.08076	5.78721	12.43733	8.76843	SMED30000483	872	1199	9.43596	12.28456	10.20066	10.6404	0.279161932191031	0.449434669560281
99	SMED30000488	1676	2140	23.65046	21.07921	15.70596	20.1452	SMED30000488	1638	2141	8.9614	12.52167	19.48472	13.6559	-0.560911729634361	0.174665323919856
100	SMED30000492	1633	1787	2.17065	2.72094	5.95232	3.61464	SMED30000492	1633	1785	1.90835	1.88771	3.53941	2.44516	-0.563923097566731	0.438493336769961
101	SMED30000492	2152	2509	10.41039	5.6133	5.95232	7.32534	SMED30000492	2230	2508	5.59175	6.53829	7.20016	6.4434	-0.185073564022084	0.632166040479247
102	SMED30000500	359	805	32.47903	33.9905	44.72815	37.0659	SMED30000500	237	804	25.3868	34.19805	35.00268	31.5292	-0.233403977458894	0.327517912709415
103	SMED30000510	70	1001	10.26485	9.61419	11.09314	10.3241	SMED30000510	71	997	9.79876	10.41193	11.54628	10.5857	0.0361006528517202	0.715594120050658
104	SMED30000510	2091	2480	6.32349	5.5281	5.60402	5.81854	SMED30000510	2133	2454	3.202	3.70475	2.21037	3.03904	-0.937041530731274	0.0100569584621622
105	SMED30000511	491	1500	41.72716	19.84607	32.73885	31.4374	SMED30000511	476	1412	31.19655	26.4669	38.48132	32.0483	0.0277659253872717	0.937964132702133
106	SMED30000512	3424	3687	7.13737	5.46217	9.69567	7.43174	SMED30000512	3452	3688	6.63039	7.45716	6.69948	6.92901	-0.101050791457448	0.725377032126515
107	SMED30000513	81	287	8.69177	10.29419	7.78498	8.92365	SMED30000513	81	305	12.56411	13.29721	12.131	12.6641	0.505038717669608	0.0217205518852239
108	SMED30000517	928	1174	2.30422	2.33168	2.63083	2.42224	SMED30000517	768	1276	4.30132	4.94052	4.95352	4.73179	0.966044230333287	0.00273715090442736
109	SMED30000524	2873	3199	5.07634	4.1257	3.87468	4.35891	SMED30000524	2842	3174	3.66235	3.82942	4.25321	3.91499	-0.154958793683439	0.357254313885683
110	SMED30000527	787	1131	59.85866	55.42613	64.80701	60.0306	SMED30000527	837	1066	9.93989	7.44587	8.08524	8.49033	-2.82180555334644	0.00151347767703782
111	SMED30000535	1307	1487	10.10646	7.74488	10.25223	9.36786	SMED30000535	1336	1487	4.79128	7.51264	5.1899	5.83127	-0.683909391227583	0.0396359911911526
112	SMED30000539	2817	3009	3.23457	4.20055	2.76869	3.40127	SMED30000539	2796	3009	3.53126	5.18691	4.4625	4.39356	0.36931686125109	0.196150312816243
113	SMED30000553	3185	3375	5.27409	3.52766	3.53325	4.11167	SMED30000553	3166	3406	4.09533	5.83575	7.81442	5.91517	0.524695152333578	0.234072919605382
114	SMED30000558	1139	1390	5.2698	6.61358	9.25323	7.04554	SMED30000558	1106	1508	11.92787	9.1005	11.10562	10.7113	0.604351396367974	0.0699119852633897
115	SMED30000559	9906	10421	4.66766	6.47815	12.09582	7.74721	SMED30000559	9888	10198	6.10991	7.62011	8.63927	7.45643	-0.0551917864321865	0.911178837567895
116	SMED30000562	1779	2152	7.95073	7.07554	10.11915	8.38181	SMED30000562	1771	2151	5.8712	5.84954	6.6691	6.12995	-0.451386512261534	0.120813023698052
117	SMED30000563	76	535	21.32465	12.27585	14.20821	15.9362	SMED30000563	98	486	9.71901	5.78351	10.15371	8.55208	-0.897960404665489	0.0974758363203415
118	SMED30000565	8341	8523	6.30287	5.57979	7.01345	6.2987	SMED30000565	8342	8523	4.13729	6.67588	3.63176	4.81498	-0.38752429336314	0.252887137156661
119	SMED30000565	11189	11985	9.37978	10.46108	13.70962	11.1835	SMED30000565	11497	11985	13.15985	10.86217	13.68761	12.5699	0.168601406209909	0.432216155726524
120	SMED30000573	29	333	13.73085	19.62293	18.17893	17.1776	SMED30000573	29	337	10.21962	12.35897	19.54268	14.0404	-0.290944444283574	0.408782418537634
121	SMED30000576	823	1008	5.53315	5.96591	3.76304	5.08737	SMED30000576	837	1007	4.00307	5.34454	5.97806	5.10856	0.00599665786852508	0.98217873851829
122	SMED30000576	1707	2174	4.93532	6.30339	9.80265	7.01379	SMED30000576	1675	2090	5.5272	5.85194	7.51021	6.29645	-0.155655583205542	0.682749067570223
123	SMED30000581	2202	3200	9.4606	8.53622	13.1276	10.3748	SMED30000581	2626	3482	6.68721	5.84618	12.49501	8.3428	-0.314479959661796	0.470781543789021
124	SMED30000584	56	282	56.38799	37.17088	50.04787	47.8689	SMED30000584	94	393	35.12553	25.40395	43.47405	34.6678	-0.465492367338181	0.161873304736114
125	SMED30000596	868	1054	8.64531	7.41169	17.13886	11.0653	SMED30000596	819	1054	10.44706	10.62008	13.88827	11.6518	0.0745102776302792	0.870499359871702
126	SMED30000608	2675	3037	5.08786	2.93349	5.61696	4.5461	SMED30000608	2674	2937	4.47621	4.1182	4.93059	4.50833	-0.0120362977591024	0.968220690720767
127	SMED30000613	456	778	9.59934	8.05613	9.08921	8.91489	SMED30000613	561	769	3.28157	3.06519	3.24459	3.19712	-1.4794441017464	0.00542566683910347
128	SMED30000621	237	494	4.86665	4.50024	3.58964	4.31884	SMED30000621	246	459	2.35223	2.25854	3.10574	2.57217	-0.74765787353731	0.0239521077593401
129	SMED30000621	765	1625	14.80882	14.12614	19.69738	16.2108	SMED30000621	801	1555	13.45588	14.54826	18.08648	15.3635	-0.0774483716322177	0.725728362219293
130	SMED30000625	2874	3153	22.83582	22.67515	30.07301	25.1947	SMED30000625	2959	3136	16.12471	10.2036	17.45168	14.5933	-0.787814119391098	0.0330095596711406
131	SMED30000643	340	702	8.55603	8.6724	8.89005	8.70616	SMED30000643	315	702	7.73098	8.74379	9.84228	8.77235	0.0109268400155641	0.923989013857993
132	SMED30000643	1168	1987	29.81927	20.8911	30.80562	27.172	SMED30000643	1122	1986	29.17058	35.16708	34.35872	32.8988	0.275914202606208	0.209414145014205
133	SMED30000644	1834	1967	2.91589	3.88738	2.98889	3.26405	SMED30000644	1826	2561	4.83242	5.24298	5.28224	5.11921	0.649258032465626	0.0147231588050874
134	SMED30000644	2104	2295	3.16961	3.88738	3.22052	3.42584	SMED30000644	1826	2561	4.83242	5.24298	5.28224	5.11921	0.579463416165853	0.00603098777150555
135	SMED30000644	4576	5066	12.88985	9.92802	11.05778	11.2919	SMED30000644	4582	5032	9.25501	9.99763	13.30956	10.8541	-0.057048152025789	0.788752330345116
136	SMED30000646	2098	2361	4.63515	3.89074	4.75649	4.42746	SMED30000646	2111	2328	2.89152	3.58708	4.81696	3.76519	-0.233756604583379	0.369774102102333
137	SMED30000648	1826	2050	10.79055	9.44798	17.63898	12.6258	SMED30000648	1775	2064	14.57851	14.61596	16.81708	15.3372	0.280660321370537	0.399065707766281
138	SMED30000654	2139	2305	3.34367	2.97399	2.91896	3.07887	SMED30000654	2109	2303	1.71718	1.5328	2.67781	1.97593	-0.639869114947931	0.0754005018895132
139	SMED30000661	23	941	47.42823	54.79827	44.82036	49.0156	SMED30000661	19	1208	53.01276	52.67261	60.60494	55.4301	0.177428627233995	0.181461586888141
140	SMED30000664	1070	1405	3.24719	2.69153	3.93662	3.29178	SMED30000664	1139	1525	2.90188	3.03319	3.00195	2.97901	-0.144034952675991	0.477094293608721
141	SMED30000664	2163	2955	11.68216	20.42306	18.27026	16.7918	SMED30000664	2155	2955	13.78594	16.85357	18.62938	16.423	-0.0320391992945831	0.909328296298538
142	SMED30000664	3514	4197	17.34874	18.04434	29.09484	21.496	SMED30000664	3245	4082	13.39566	16.95436	19.09148	16.4805	-0.383308213519169	0.321006368553589
143	SMED30000668	1776	2384	10.43293	9.91534	15.30692	11.8851	SMED30000668	1826	2384	11.19282	9.11839	12.21024	10.8405	-0.132722741886679	0.627793742722747
144	SMED30000671	102	761	16.71836	12.64037	16.72587	15.3615	SMED30000671	120	761	14.64829	17.37369	15.76317	15.9284	0.0522822587612158	0.741105304285665
145	SMED30000681	528	766	11.84238	10.43269	9.38256	10.5525	SMED30000681	583	765	4.88472	4.82556	7.47245	5.72758	-0.881587219662663	0.0139457322508561
146	SMED30000686	293	547	8.66834	8.11569	7.88478	8.22294	SMED30000686	307	531	3.87201	3.7603	4.10868	3.91366	-1.07113587508094	0.000725580951182409
147	SMED30000690	2894	3417	10.69189	9.18295	14.49841	11.4577	SMED30000690	2890	3415	9.78984	10.61911	11.30326	10.5707	-0.11624655263511	0.636561064794501
148	SMED30000691	691	1225	6.51345	6.34279	5.6502	6.16881	SMED30000691	705	1184	2.28975	2.11615	4.15219	2.8527	-1.11266417579845	0.0239215216900169
149	SMED30000692	1128	1956	12.89538	11.74507	8.91327	11.1846	SMED30000692	1069	1925	10.80405	11.60496	12.2226	11.5439	0.0456170459767676	0.796495038378102
150	SMED30000694	522	781	7.82852	7.8969	11.90707	9.21083	SMED30000694	541	755	5.97661	7.35813	8.79145	7.3754	-0.320609870214497	0.321291123179118
151	SMED30000696	1086	1258	4.80072	6.18049	4.81805	5.26642	SMED30000696	1070	1258	4.12079	3.33648	3.83617	3.76448	-0.484371987274556	0.0620047699406903
152	SMED30000699	260	1695	24.10278	25.06916	40.46214	29.878	SMED30000699	237	1612	27.70595	32.27505	39.27239	33.0845	0.147071897570964	0.640921105913497
153	SMED30000707	468	648	5.69537	5.69598	10.04945	7.14693	SMED30000707	511	647	3.64781	4.55715	7.34621	5.18372	-0.463335865213452	0.347232113923189
154	SMED30000708	9871	10023	3.41638	3.80232	2.51261	3.24377	SMED30000708	9878	10023	3.75753	3.96543	6.07397	4.59898	0.503642395080533	0.202271785711454
155	SMED30000712	454	724	5.21177	5.44713	5.65978	5.43956	SMED30000712	496	721	2.23045	2.58998	2.64319	2.48787	-1.1285788566634	8.67001502128107e-05
156	SMED30000714	318	1567	17.98182	19.11625	21.15733	19.4185	SMED30000714	305	1492	17.43643	16.42447	20.44857	18.1032	-0.101187025876902	0.439875034922899
157	SMED30000725	844	1754	13.73742	12.70483	14.39733	13.6132	SMED30000725	1180	1669	7.47008	8.18852	8.58144	8.08001	-0.752577251607217	0.00139288679665173
158	SMED30000754	1108	1298	6.63439	6.47009	8.89078	7.33175	SMED30000754	1102	1279	3.45724	3.99039	4.35056	3.93273	-0.898626451278089	0.0380620239199888
159	SMED30000756	188	703	11.23886	6.87027	9.32317	9.1441	SMED30000756	261	702	8.28799	11.51903	8.38797	9.39833	0.0395632444617483	0.885245196517698
160	SMED30000756	4569	4812	9.07345	6.70001	7.68739	7.82028	SMED30000756	4565	4812	9.40789	10.53677	9.37418	9.77295	0.321573847396222	0.0858532567633646
161	SMED30000763	193	581	4.76262	4.38232	7.11279	5.41924	SMED30000763	192	580	3.97798	3.88936	7.27073	5.04602	-0.102944616197202	0.804144244439903
162	SMED30000765	1349	1652	14.71005	12.73658	18.00264	15.1498	SMED30000765	1355	1652	12.91335	15.64463	18.12547	15.5611	0.0386452986351219	0.857614611159528
163	SMED30000771	220	429	7.4006	7.23267	4.6165	6.41659	SMED30000771	229	432	7.45511	8.91499	10.75563	9.04191	0.494820755172585	0.116440584968181
164	SMED30000771	724	1304	11.30671	9.861	9.78501	10.3176	SMED30000771	740	1213	5.81824	6.70389	4.96632	5.82948	-0.823668317957353	0.00311987590294255
165	SMED30000773	82	440	15.67133	11.5182	13.97282	13.7208	SMED30000773	83	441	12.5949	13.0955	15.13268	13.6077	-0.0119413609009846	0.941528921545226
166	SMED30000778	863	1205	4.21283	4.22692	3.32519	3.92165	SMED30000778	874	1207	3.50787	4.18092	4.27979	3.98953	0.024758011501894	0.868754757090425
