V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	fold	pvalue
15	SMED30000059	184	416	4.85844	4.57818	2.62567	4.02076	SMED30000059	198	658	2.93341	2.55448	2.57221	2.6867	-0.581632986578218	0.19480635330289
16	SMED30000064	196	461	6.82888	7.40448	8.31536	7.51624	SMED30000064	202	461	5.17458	4.87915	4.96058	5.00477	-0.586707364121761	0.0245976711149936
17	SMED30000065	836	1399	6.25754	5.40884	6.39632	6.0209	SMED30000065	798	1399	6.5624	3.64769	3.21274	4.47428	-0.428323613233911	0.276374447063041
18	SMED30000093	797	970	5.04452	5.69569	5.8197	5.51997	SMED30000093	788	970	3.59279	3.75778	3.37871	3.57643	-0.626140221725672	0.00655091549352479
19	SMED30000096	3884	4101	5.54428	5.16262	5.83351	5.51347	SMED30000096	3841	4176	6.56202	5.48466	5.4624	5.83636	0.0821082843999007	0.48900587355426
20	SMED30000107	1472	1823	18.07286	19.08483	28.33341	21.8304	SMED30000107	1435	1838	23.99375	27.10001	22.86862	24.6541	0.175489022919544	0.487413879031393
21	SMED30000109	270	996	11.10999	10.73915	14.09402	11.9811	SMED30000109	236	1000	13.5452	10.97252	11.57324	12.0303	0.00591224962722545	0.972082458908093
22	SMED30000112	2328	2594	8.95633	10.17549	11.36326	10.165	SMED30000112	2234	2646	13.55453	10.38415	10.24338	11.394	0.164664096138559	0.401632623019103
23	SMED30000114	1187	1503	24.5375	27.68154	27.36568	26.5282	SMED30000114	1114	1550	31.80675	27.84463	29.21217	29.6212	0.159103298910315	0.1153247937354
24	SMED30000118	864	1353	16.07178	8.14409	10.41322	11.543	SMED30000118	860	1353	12.66969	13.48878	11.46785	12.5421	0.119760701614949	0.71682163655786
25	SMED30000119	628	775	3.18805	4.1278	3.84483	3.72023	SMED30000119	587	775	3.38101	3.2337	2.92668	3.18046	-0.22615637531036	0.182722181015911
26	SMED30000126	1734	1934	2.95592	4.63693	5.5668	4.38655	SMED30000126	1559	2032	4.73185	8.58923	11.60285	8.30798	0.921411029972125	0.177758399599012
27	SMED30000130	1914	2290	7.42009	6.18446	7.44711	7.01722	SMED30000130	1923	2291	4.89853	4.86949	4.15852	4.64218	-0.596097129594841	0.013587918092411
28	SMED30000131	3008	3285	5.90629	7.20702	8.11279	7.07537	SMED30000131	2999	3285	9.29335	6.933	6.14041	7.45559	0.0755169307289033	0.758310155022287
29	SMED30000132	2076	2566	57.90151	52.38177	57.38036	55.8879	SMED30000132	2066	2570	57.08906	54.83294	46.61834	52.8468	-0.0807198508179848	0.462150751950775
30	SMED30000153	1568	1945	13.37638	18.34004	23.1493	18.2886	SMED30000153	1411	1945	34.92929	19.77811	23.98985	26.2324	0.520405165282296	0.223102113817556
31	SMED30000156	312	514	4.52036	3.42049	3.52298	3.82128	SMED30000156	325	503	2.40059	2.82763	2.99374	2.74065	-0.479537875655901	0.0719164624212245
32	SMED30000160	3148	3430	12.51648	12.55735	15.07544	13.3831	SMED30000160	3098	3432	13.23408	16.53377	10.25033	13.3394	-0.00471855773133949	0.984034924067487
33	SMED30000188	4427	4720	6.09285	6.40159	7.81693	6.77046	SMED30000188	4407	4720	8.43015	6.46476	5.9092	6.9347	0.0345796148800651	0.869509657979697
34	SMED30000193	3037	3351	3.635	6.12594	6.70196	5.48763	SMED30000193	2711	3351	8.13398	6.31069	5.96787	6.80418	0.310238095047481	0.324674158870847
35	SMED30000194	2442	2771	5.4617	4.68962	5.34127	5.1642	SMED30000194	2369	2775	6.09949	6.60452	4.92382	5.87594	0.186274789758125	0.291481535813521
36	SMED30000196	358	1214	9.57132	9.53603	10.1081	9.73848	SMED30000196	215	1356	12.39803	9.05776	8.82428	10.0934	0.0516437171235169	0.78888549502205
37	SMED30000196	1659	1924	20.93727	33.13575	43.79301	32.622	SMED30000196	1637	1925	47.14985	32.95811	38.06873	39.3922	0.272064757758957	0.442799959626763
38	SMED30000200	801	1034	3.68685	3.44057	3.37928	3.50223	SMED30000200	792	1046	4.36507	5.04461	4.50678	4.63882	0.405484034228852	0.0182450802957751
39	SMED30000203	225	683	9.21601	11.43489	8.20411	9.61834	SMED30000203	210	683	12.29009	9.18192	8.39391	9.95531	0.0496783158213676	0.836397324809397
40	SMED30000203	2883	3348	15.75586	19.78048	23.07193	19.5361	SMED30000203	2867	3349	19.67591	15.50531	14.546	16.5757	-0.237072692872997	0.329222446532153
41	SMED30000222	1297	1479	10.66413	12.11466	10.14097	10.9733	SMED30000222	992	1546	12.47817	10.30008	10.63413	11.1375	0.021427979142691	0.864025728665217
42	SMED30000223	3953	4687	8.28308	6.66121	7.73165	7.55865	SMED30000223	3764	4692	16.01778	18.46165	15.86358	16.781	1.15062819783475	0.00196265496160051
43	SMED30000223	5796	6286	8.71587	11.54285	14.59763	11.6188	SMED30000223	5775	6288	14.71616	11.29904	12.63305	12.8828	0.148985115114787	0.563437095963398
44	SMED30000242	210	711	5.88758	5.82015	8.18416	6.63063	SMED30000242	184	713	12.58361	8.685	7.99808	9.75556	0.557078737975732	0.147637230739446
45	SMED30000261	224	1770	24.65721	15.62087	26.77794	22.352	SMED30000261	178	1770	27.27098	24.53819	17.14928	22.9861	0.0403577821294767	0.89633301086607
46	SMED30000262	87	350	13.16713	11.09068	11.47013	11.9093	SMED30000262	98	354	9.30914	8.78302	8.26601	8.78606	-0.43880036080992	0.0238791116388307
47	SMED30000274	826	1738	10.49993	16.93558	14.86091	14.0988	SMED30000274	572	1783	14.0874	10.83024	10.0236	11.6471	-0.275601590472406	0.349243656555093
48	SMED30000275	29	359	14.56794	13.19446	13.03308	13.5985	SMED30000275	30	413	18.39102	25.34722	20.16106	21.2998	0.647392362031848	0.0595218947644407
49	SMED30000284	114	311	2.22954	6.90002	2.79879	3.97612	SMED30000284	130	311	2.16519	1.81421	1.59342	1.85761	-1.0979136546056	0.285844250460258
50	SMED30000284	587	846	7.84916	6.90002	6.28794	7.01237	SMED30000284	594	843	4.40155	4.31331	3.92892	4.21459	-0.734509829308574	0.0178054303323186
51	SMED30000291	1046	1289	4.12593	4.99596	3.7824	4.30143	SMED30000291	956	1411	6.01075	10.9995	7.93483	8.31503	0.950905108622875	0.102167964488452
52	SMED30000291	5038	5294	3.98433	4.13038	5.33806	4.48426	SMED30000291	5015	5376	4.85541	4.38059	3.80497	4.34699	-0.044853152082039	0.808208096899
53	SMED30000293	122	263	5.29667	4.45175	4.61163	4.78668	SMED30000293	85	248	3.07722	3.15212	3.38739	3.20558	-0.578439948209537	0.016778392326359
54	SMED30000299	2074	2644	1.33083	2.295	2.33457	1.9868	SMED30000299	1903	2644	3.07714	2.59766	2.88496	2.85325	0.522159508617107	0.102886738574276
55	SMED30000310	1982	2138	8.37491	11.23596	12.09299	10.568	SMED30000310	1949	2184	8.79452	7.45796	9.46026	8.57091	-0.302182078724219	0.212989666602467
56	SMED30000311	1193	1957	4.46919	9.16725	9.40109	7.67918	SMED30000311	697	1958	14.69625	10.12883	12.62042	12.4818	0.700801830127922	0.0845363873683212
57	SMED30000316	211	474	4.87752	3.58736	4.42663	4.29717	SMED30000316	185	475	3.69603	3.98157	3.08384	3.58715	-0.260548778398114	0.206893048511017
58	SMED30000316	1719	1926	2.20867	1.59369	1.24592	1.68276	SMED30000316	1710	1901	1.69675	2.56865	2.19216	2.15252	0.355197212307429	0.282690118387382
59	SMED30000316	2985	3249	6.0124	5.27441	5.85149	5.71277	SMED30000316	2983	3248	5.59843	4.64566	4.06851	4.77087	-0.259938071913867	0.157222427607479
60	SMED30000338	2109	2702	7.80561	6.81093	10.5727	8.39641	SMED30000338	2069	2745	15.71974	9.77155	9.45866	11.65	0.472485434050998	0.253299541787006
61	SMED30000343	33	389	12.6308	8.33476	8.61122	9.85893	SMED30000343	14	390	19.14913	23.59356	31.83456	24.8591	1.33427108293028	0.0428389033529406
62	SMED30000345	2451	2933	19.10326	23.80184	30.65694	24.5207	SMED30000345	2446	3009	39.85258	34.69794	29.51068	34.6871	0.500399065093125	0.0872072131212106
63	SMED30000350	891	1379	3.32819	2.89195	2.47492	2.89835	SMED30000350	855	1398	4.85871	3.40424	4.9556	4.40618	0.604296609900611	0.0763862745145846
64	SMED30000362	286	470	2.24475	2.24116	2.51811	2.33467	SMED30000362	248	517	2.35113	1.82029	1.80092	1.99078	-0.229884844431021	0.188539001763553
65	SMED30000370	150	391	18.17686	18.91157	21.23543	19.4413	SMED30000370	141	670	15.55386	19.58645	23.83908	19.6598	0.0161239529155298	0.938240692132493
66	SMED30000371	647	814	10.91764	10.56152	12.28979	11.2563	SMED30000371	646	814	8.65106	10.77081	6.91783	8.7799	-0.358456271361738	0.142798367041252
67	SMED30000373	921	1128	6.33259	5.98901	7.61581	6.6458	SMED30000373	876	1128	7.45622	5.50938	5.80095	6.25552	-0.0873130612531972	0.645181300966656
68	SMED30000377	24	234	4.63799	8.86525	4.34048	5.94791	SMED30000377	16	426	14.5841	6.78446	6.96802	9.44553	0.667248932621782	0.317812366591169
69	SMED30000377	2208	2429	6.77911	8.71826	13.72348	9.74028	SMED30000377	1819	2531	16.63362	11.05596	14.20428	13.9646	0.519739099256271	0.186910360909283
70	SMED30000378	190	356	2.4521	2.68604	2.222	2.45338	SMED30000378	193	353	2.16175	2.29362	2.08972	2.1817	-0.169317973882898	0.168819184053628
71	SMED30000393	1341	1572	5.60943	7.64862	9.34408	7.53404	SMED30000393	1295	1573	8.86891	6.97073	6.46689	7.43551	-0.0189919931068926	0.943866475928459
72	SMED30000394	164	378	27.92507	31.10085	28.14697	29.0576	SMED30000394	162	345	24.13508	25.33321	21.36334	23.6105	-0.299486955243825	0.0257958358440193
73	SMED30000403	1868	2089	4.09027	6.43903	5.53168	5.35366	SMED30000403	1814	2089	5.36279	5.97739	6.49852	5.94623	0.151449748450431	0.493914713992644
74	SMED30000411	576	988	2.66112	3.39286	3.83757	3.29718	SMED30000411	563	1058	4.16885	5.0361	5.7889	4.99795	0.600103819710145	0.0475959827015977
75	SMED30000418	5342	5646	6.68943	6.42401	7.2593	6.79091	SMED30000418	5350	5656	8.02995	5.99069	6.98215	7.00093	0.0439416692709278	0.76612460643646
76	SMED30000421	4243	4405	32.00136	32.49604	40.87028	35.1226	SMED30000421	4153	4407	42.89829	30.41434	36.19601	36.5029	0.0556114381632516	0.7804224625823
77	SMED30000440	1599	1892	8.013	11.94522	18.38567	12.7813	SMED30000440	1186	1894	23.09252	14.06049	16.708	17.9537	0.490246611601497	0.270629082124282
78	SMED30000459	2158	2351	8.164	6.71868	6.9027	7.26179	SMED30000459	2105	2354	6.22933	6.47496	5.28796	5.99742	-0.275983201741371	0.0984289552943261
79	SMED30000463	279	434	1.72989	3.44101	1.67919	2.28336	SMED30000463	283	434	1.44973	1.88895	1.83547	1.72472	-0.404796169950032	0.438272543102014
80	SMED30000473	477	624	3.51507	3.80591	3.87053	3.7305	SMED30000473	447	731	6.26887	10.47913	6.71888	7.82229	1.06822201460213	0.0909915613757116
81	SMED30000473	2893	3080	5.39855	6.98078	6.50807	6.2958	SMED30000473	2861	3145	5.50025	8.12986	6.83471	6.82161	0.115722565446768	0.593262470390101
82	SMED30000473	3358	3564	7.81421	6.98078	9.34108	8.04536	SMED30000473	3320	3558	6.32428	5.36568	5.66443	5.7848	-0.475889896268435	0.066073962097962
83	SMED30000475	70	242	3.11469	2.93644	4.11862	3.38992	SMED30000475	10	875	4.71414	3.00724	5.36182	4.36107	0.363430920398217	0.307455689739197
84	SMED30000479	933	1186	4.7571	2.97348	6.61733	4.78264	SMED30000479	881	1187	4.45375	3.88467	5.81494	4.71779	-0.0196959982961367	0.96013224064273
85	SMED30000483	992	1148	3.41447	4.66758	8.45886	5.51364	SMED30000483	938	1166	7.64198	3.17973	4.14351	4.98841	-0.144425027191501	0.809127214955413
86	SMED30000488	1689	2141	11.57628	14.64211	18.63251	14.9503	SMED30000488	1651	2141	22.92236	20.35411	18.71907	20.6652	0.467028891800752	0.0887166383316512
87	SMED30000492	2244	2508	7.35029	8.12458	7.94861	7.80783	SMED30000492	2041	2509	6.76201	4.53249	4.7996	5.3647	-0.541424145298224	0.0616035337838933
88	SMED30000500	307	804	20.79056	30.78623	37.04737	29.5414	SMED30000500	298	804	34.50848	31.44331	32.21444	32.7221	0.147527140161479	0.573151078693926
89	SMED30000510	85	418	7.75452	4.20665	9.80455	7.25524	SMED30000510	74	674	5.69354	9.8275	5.01385	6.84496	-0.0839812279611397	0.862535338473777
90	SMED30000510	2133	2401	5.13271	4.92818	5.51585	5.19225	SMED30000510	2132	2481	4.03513	4.05606	3.41878	3.83666	-0.436508928096592	0.0081958696118273
91	SMED30000511	916	1287	13.57351	27.21861	32.56994	24.454	SMED30000511	425	1412	40.74192	32.16006	25.42184	32.7746	0.422507703475913	0.314714925553888
92	SMED30000512	3447	3660	4.57628	5.23131	7.04115	5.61625	SMED30000512	3454	3688	7.84987	6.75062	6.92421	7.1749	0.353351567651534	0.156657676885798
93	SMED30000513	85	279	10.53473	9.77977	8.19512	9.50321	SMED30000513	85	279	7.96624	9.04253	7.76045	8.25641	-0.202900295716839	0.209601910443747
94	SMED30000517	2723	2891	5.57857	5.25972	5.29488	5.37772	SMED30000517	2714	2938	4.16844	4.21734	4.33298	4.23959	-0.343069888677616	0.0024004878020083
95	SMED30000524	2976	3172	3.94552	4.25018	5.22389	4.4732	SMED30000524	2859	3174	4.83169	4.14083	4.32135	4.43129	-0.0135805185104054	0.929614740686842
96	SMED30000527	872	1128	19.60195	37.46086	29.5845	28.8824	SMED30000527	874	1099	9.98693	8.07674	12.18883	10.0842	-1.518093992226	0.0613661811789723
97	SMED30000542	1203	1341	3.6041	2.88188	3.15865	3.21488	SMED30000542	1142	1352	3.387	2.40556	2.6086	2.80039	-0.199137127913455	0.326991708481801
98	SMED30000559	10144	10370	3.67712	4.13551	5.11515	4.30926	SMED30000559	9855	10427	7.53726	8.32919	7.52699	7.79781	0.8556288563758	0.00414809072154596
99	SMED30000562	1730	2151	8.359	7.3784	7.82023	7.85254	SMED30000562	1748	2151	7.54065	5.44296	5.63108	6.2049	-0.339751427186549	0.118497063347081
100	SMED30000563	80	455	8.35534	6.58393	15.61261	10.184	SMED30000563	72	467	12.94604	4.28983	8.13706	8.45764	-0.267977265974481	0.66761653477703
101	SMED30000565	11718	11984	5.89752	9.22904	11.4196	8.84872	SMED30000565	11194	11985	11.22129	11.00041	12.12989	11.4505	0.371869912490618	0.24353630434519
102	SMED30000573	29	359	20.66767	16.57233	19.81146	19.0172	SMED30000573	29	370	15.78557	20.05006	14.00006	16.6119	-0.195087754242756	0.339765896157022
103	SMED30000576	1856	2089	5.07768	5.25791	7.90664	6.08074	SMED30000576	1739	2167	6.24068	5.98018	6.28517	6.16868	0.020714904311773	0.932358251107039
104	SMED30000581	1459	1631	3.62958	4.25252	2.96798	3.61669	SMED30000581	1473	1908	4.20955	8.50182	6.60152	6.43763	0.831859716408953	0.142034891854188
105	SMED30000581	2761	3095	3.68467	6.51642	6.85499	5.68536	SMED30000581	2641	3148	10.48308	7.47399	7.54502	8.5007	0.580329942315906	0.116904983185334
106	SMED30000584	127	265	33.62984	32.61592	50.5942	38.9467	SMED30000584	119	402	44.76344	45.16957	41.71168	43.8816	0.172115037681725	0.488004011269034
107	SMED30000596	894	1054	11.03309	14.57197	15.70718	13.7707	SMED30000596	861	1055	13.69439	10.66445	14.54544	12.9681	-0.0866347762619391	0.685095976707163
108	SMED30000608	2716	2940	2.88872	3.30875	3.06857	3.08868	SMED30000608	2676	2940	4.26814	6.8223	6.14162	5.74402	0.895070362918398	0.0702442566018653
109	SMED30000613	541	703	5.21292	6.05361	7.06938	6.11197	SMED30000613	538	769	4.83697	3.9674	3.67704	4.16047	-0.554890946110385	0.0465103285004667
110	SMED30000625	2874	3108	13.85806	15.35694	17.67899	15.6313	SMED30000625	2874	3149	23.30284	14.80735	25.31907	21.1431	0.435749152908817	0.223153803948823
111	SMED30000643	388	648	5.33242	6.94342	7.73925	6.6717	SMED30000643	281	702	9.5913	7.30286	6.24613	7.71343	0.2093181210033	0.444122536518545
112	SMED30000643	1281	1985	14.47025	22.58261	30.75473	22.6025	SMED30000643	1177	1986	33.24572	21.44794	23.70397	26.1325	0.209362794606059	0.585720665732144
113	SMED30000644	4662	5001	6.15027	10.28159	9.75228	8.72805	SMED30000644	4589	5029	8.76604	7.35334	7.82473	7.98137	-0.129022960472645	0.630399240309057
114	SMED30000646	2163	2326	2.50854	3.92427	4.7832	3.73867	SMED30000646	2096	2353	3.78265	3.37398	3.81197	3.6562	-0.0321801446242808	0.913485873232147
115	SMED30000661	280	927	17.32258	21.4062	15.19165	17.9735	SMED30000661	32	1180	29.96079	67.30616	34.98645	44.0845	1.29440012312203	0.15236024269993
116	SMED30000664	2312	2875	13.4104	13.50041	13.1726	13.3611	SMED30000664	2176	2964	19.87502	22.13846	17.74799	19.9205	0.57621507148298	0.0347051938850879
117	SMED30000664	3791	4080	15.22817	23.25866	25.44258	21.3098	SMED30000664	3180	4125	20.77986	15.90832	17.74799	18.1454	-0.231913192821531	0.426812633807673
118	SMED30000668	2089	2379	8.08534	9.2752	10.87329	9.41128	SMED30000668	1821	2384	10.92659	9.41252	8.34316	9.56076	0.0227343519558115	0.898673773915478
119	SMED30000671	132	554	12.08333	16.94658	16.07181	15.0339	SMED30000671	120	588	19.91168	13.46123	14.89746	16.0901	0.0979539797407851	0.691477331042773
120	SMED30000681	574	765	5.92099	4.89372	7.41571	6.07681	SMED30000681	578	765	5.46984	5.72087	3.82424	5.00498	-0.279949880666707	0.321788789150558
121	SMED30000686	289	543	8.59204	10.16398	9.18036	9.31213	SMED30000686	289	532	7.00831	5.51485	4.65177	5.72498	-0.701840545604359	0.016563143425786
122	SMED30000689	34	591	25.52311	22.86439	32.02326	26.8036	SMED30000689	37	634	34.5098	23.62448	23.83198	27.3221	0.0276415921413899	0.914356025489329
123	SMED30000689	923	1130	13.29359	11.17042	12.12121	12.1951	SMED30000689	915	1135	17.17166	9.15398	14.18235	13.5027	0.146946329131	0.637075923336285
124	SMED30000690	3142	3410	10.88858	11.12946	14.53821	12.1854	SMED30000690	2902	3415	11.05906	9.91722	10.3808	10.4524	-0.221319369065961	0.276459574051834
125	SMED30000691	677	1207	3.74404	5.57104	6.59049	5.30186	SMED30000691	749	1207	5.76548	4.57705	5.07583	5.13945	-0.0448845979756294	0.86979045009147
126	SMED30000692	1093	1575	6.96881	5.3364	7.26691	6.52404	SMED30000692	1130	1923	8.75775	12.10765	12.33346	11.0663	0.762335407323784	0.0397519698795095
127	SMED30000694	564	714	6.17092	7.52237	8.70939	7.46756	SMED30000694	531	760	7.44214	6.96396	8.0264	7.4775	0.00191908106370721	0.990895856179758
128	SMED30000696	1106	1256	3.4006	5.67257	4.95594	4.67637	SMED30000696	1074	1258	3.76018	5.58704	4.22411	4.52378	-0.0478603121085275	0.869041671596489
129	SMED30000699	289	1611	29.28182	27.88848	36.93349	31.3679	SMED30000699	255	1695	40.65921	29.14667	30.41489	33.4069	0.0908571660052238	0.682088818327272
130	SMED30000708	13862	14009	6.30083	4.83055	5.34456	5.49198	SMED30000708	13877	14080	4.64808	5.75847	4.20693	4.87116	-0.173061000395423	0.381378778654102
131	SMED30000712	527	721	3.23764	4.03602	4.60953	3.96106	SMED30000712	485	721	3.81383	3.06019	3.4695	3.44784	-0.200193728106158	0.337667910108853
132	SMED30000714	401	620	4.31677	19.95279	20.78734	15.019	SMED30000714	338	1492	18.9736	17.61381	18.2854	18.2909	0.284337306294084	0.603795652040191
133	SMED30000714	759	1491	16.10518	19.95279	20.78734	18.9484	SMED30000714	338	1492	18.9736	17.61381	18.2854	18.2909	-0.0509499682425138	0.697974889387929
134	SMED30000725	1234	1658	11.57201	13.39564	18.70773	14.5585	SMED30000725	1172	1667	9.51143	9.90277	9.24089	9.5517	-0.608032288353341	0.143160596644076
135	SMED30000729	123	458	8.5457	4.81118	5.82988	6.39559	SMED30000729	39	458	7.68877	7.17692	9.2654	8.0437	0.330781820101463	0.28406329011553
136	SMED30000732	1809	2227	3.50245	7.11545	6.26835	5.62875	SMED30000732	1812	2101	4.55058	4.79951	5.12498	4.82502	-0.222279650115725	0.539202256746331
137	SMED30000740	1424	1880	7.23925	6.68672	6.95525	6.96041	SMED30000740	954	1880	4.88454	5.87013	3.46081	4.73849	-0.554744896737895	0.0797189607151029
138	SMED30000756	390	652	5.47449	7.38185	5.21226	6.02287	SMED30000756	250	701	12.48602	8.5668	9.53912	10.1973	0.759664187108636	0.0501527185132006
139	SMED30000763	265	582	6.02183	5.34204	7.08561	6.14983	SMED30000763	168	582	6.25998	4.54678	4.51259	5.10645	-0.268225851346545	0.247052680040183
140	SMED30000765	1367	1594	13.03069	14.75013	19.20009	15.6603	SMED30000765	1359	1663	19.58533	15.03852	14.28106	16.3016	0.0579017215432991	0.808409431844977
141	SMED30000771	763	1161	4.98649	9.36717	10.6524	8.33535	SMED30000771	732	1213	6.53927	5.26907	6.39744	6.06859	-0.457881425023016	0.316014065023187
142	SMED30000773	82	433	11.2927	8.64192	14.57963	11.5048	SMED30000773	87	441	12.92718	13.67329	10.35378	12.3181	0.09854384142152	0.708383895063677
143	SMED30000778	900	1202	3.36773	3.16418	2.96678	3.16623	SMED30000778	862	1207	4.59971	5.08839	5.14194	4.94335	0.642722997108832	0.0018241251553571
144	SMED30000778	1443	1678	2.8984	4.06566	4.95741	3.97382	SMED30000778	1403	1768	5.13001	3.98273	5.14194	4.75156	0.257874721998124	0.344077361413509
145	SMED30000786	662	947	24.80413	20.80252	25.77364	23.7934	SMED30000786	661	946	24.47875	20.76724	19.38912	21.545	-0.143208344506696	0.354799671417236
146	SMED30000789	98	327	6.4341	8.02733	7.3145	7.25864	SMED30000789	83	268	3.21756	5.04796	6.13983	4.80178	-0.596129959910784	0.0829497327120661
147	SMED30000805	213	625	7.77495	7.97892	9.60111	8.45166	SMED30000805	196	672	9.65716	9.61845	8.16147	9.14569	0.113857288172816	0.413450020640258
148	SMED30000805	1364	1859	11.00402	18.31003	21.94229	17.0854	SMED30000805	1255	1953	19.98151	15.84229	15.31051	17.0448	-0.00343235294773476	0.991597161126129
149	SMED30000816	1715	1906	2.52656	3.3015	4.63158	3.48655	SMED30000816	1671	1918	2.63455	3.77196	4.3835	3.59667	0.044861624849517	0.897401481066074
150	SMED30000817	1138	1631	7.64441	7.82016	8.35276	7.93911	SMED30000817	650	1631	7.85858	6.2891	6.26873	6.80547	-0.222282484927405	0.152382129579496
151	SMED30000819	1109	1545	21.31616	19.61812	18.69127	19.8752	SMED30000819	1045	1545	20.12885	16.446	17.95905	18.178	-0.128775899534296	0.273278786817584
152	SMED30000821	657	1162	6.81499	7.1055	8.90182	7.60744	SMED30000821	682	1190	15.41133	7.17413	7.07557	9.88701	0.378123241196311	0.498766044561677
153	SMED30000845	1234	1508	9.89861	7.1354	8.43981	8.49127	SMED30000845	1200	1510	15.71974	17.16307	11.80288	14.8952	0.810795242735152	0.03863283549516
154	SMED30000846	450	706	9.76739	11.76636	11.4731	11.0023	SMED30000846	508	709	17.71345	10.3883	9.22094	12.4409	0.177285710100852	0.646179999583214
155	SMED30000852	400	612	1.92	3.50669	4.58192	3.3362	SMED30000852	366	794	4.67031	3.49498	4.77485	4.31338	0.370613041470003	0.344548836708761
156	SMED30000853	91	367	7.29969	7.48542	8.47636	7.75382	SMED30000853	91	316	4.40629	4.17389	5.39809	4.65942	-0.734756863427954	0.00411732625696221
157	SMED30000862	2199	2385	5.93917	8.02733	16.03563	10.0007	SMED30000862	2211	2386	9.98693	11.10552	11.28595	10.7928	0.109968209834936	0.821699735682605
158	SMED30000872	1194	1589	7.94139	8.91728	9.05426	8.63764	SMED30000872	1184	1588	10.34522	7.48175	8.56349	8.79682	0.0263449029243789	0.872851605036064
159	SMED30000878	1933	2630	8.9201	11.59907	13.77453	11.4312	SMED30000878	1777	2630	11.63353	4.79266	9.09211	8.5061	-0.426407138761325	0.303808839347694
160	SMED30000882	47	630	57.26421	59.25903	70.76544	62.4296	SMED30000882	45	644	96.45143	102.54719	99.19545	99.398	0.670986601262595	0.00585736876409173
161	SMED30000918	1533	1718	4.97162	7.06532	9.31469	7.11721	SMED30000918	1570	1718	4.65196	5.12442	6.89627	5.55755	-0.356862781768537	0.352480425374347
162	SMED30000919	2668	2809	9.20278	16.24791	16.7618	14.0708	SMED30000919	2623	2810	19.91629	16.55085	21.12702	19.1981	0.448259181373963	0.159803339943473
163	SMED30000921	99	464	2.45193	2.06612	2.21658	2.24488	SMED30000921	92	464	2.70464	2.75724	2.75662	2.7395	0.287274275840935	0.0449249171101769
164	SMED30000921	1099	1479	8.58056	4.29079	5.5182	6.12985	SMED30000921	1038	1479	5.7735	6.06486	5.93082	5.92306	-0.0495090704332718	0.886241579953605
165	SMED30000930	1087	1308	9.38989	10.09362	12.37936	10.621	SMED30000930	1076	1288	8.33986	5.40397	5.71556	6.48646	-0.711416362661897	0.0333013682729814
166	SMED30000943	192	689	3.93789	14.68042	18.56576	12.3947	SMED30000943	183	886	5.47674	4.61564	18.32294	9.47177	-0.388017399013229	0.663272957750217
167	SMED30000943	1093	1616	17.20514	14.68042	18.56576	16.8171	SMED30000943	1036	1670	20.2905	16.15502	18.32294	18.2562	0.118457558189901	0.43241192470781
