V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	fold	pvalue
34	SMED30000119	580	775	4.94394	3.80172	4.61749	4.45438	SMED30000119	583	775	3.37376	3.55691	4.76312	3.89793	-0.192516456116174	0.374020346525633
35	SMED30000126	1660	2032	6.54669	6.22617	3.98271	5.58519	SMED30000126	1361	2032	7.55473	6.7295	8.36692	7.55038	0.43494289515616	0.119864327974804
36	SMED30000129	5713	5930	6.5984	7.24555	8.78355	7.5425	SMED30000129	5680	5939	17.39028	11.31723	14.63244	14.4466	0.937615298642199	0.0456228019338514
37	SMED30000130	1878	2292	7.56294	5.0518	7.0166	6.54378	SMED30000130	1914	2291	5.17745	6.66006	4.15814	5.33188	-0.295479934797064	0.31406231503608
38	SMED30000131	2985	3286	10.58835	7.38006	9.03007	8.99949	SMED30000131	2990	3286	8.39105	6.43156	5.84815	6.89025	-0.385286917001737	0.157080709652005
39	SMED30000132	1782	2570	60.94217	51.53063	48.19437	53.5557	SMED30000132	1769	2569	71.76709	63.23924	54.33447	63.1136	0.236910786087611	0.209823734287511
40	SMED30000137	3446	3726	2.77852	4.36909	2.61921	3.25561	SMED30000137	3480	3725	2.55781	3.44357	2.38473	2.79537	-0.219888631558692	0.525257512246926
41	SMED30000138	311	699	11.69539	15.80246	18.40575	15.3012	SMED30000138	357	699	13.30613	11.99737	9.23246	11.512	-0.410506303842182	0.188075982214818
42	SMED30000147	956	1282	3.95385	4.1741	3.33576	3.82124	SMED30000147	962	1278	2.39755	1.70706	3.26591	2.45684	-0.637236965408168	0.0740342094461331
43	SMED30000153	127	279	4.33501	2.39008	3.13756	3.28755	SMED30000153	65	313	5.66849	4.43089	5.01162	5.037	0.615551894628118	0.0704837086041627
44	SMED30000153	1454	1945	25.28262	19.09562	14.13368	19.504	SMED30000153	1408	1945	33.86679	33.84459	28.15423	31.9552	0.712280685822518	0.0400325217672614
45	SMED30000156	292	512	2.82158	3.56898	3.64644	3.34567	SMED30000156	312	464	3.72615	2.73998	2.30287	2.923	-0.194845323093553	0.450938468604522
46	SMED30000158	2070	2229	3.08583	2.36734	2.24325	2.56547	SMED30000158	2090	2229	2.48118	2.19222	2.12421	2.26587	-0.17915806345597	0.378055116537707
47	SMED30000160	3048	3431	16.9543	14.84871	13.94264	15.2485	SMED30000160	3095	3431	15.54589	12.74955	12.99464	13.7634	-0.1478304253812	0.304835364622873
48	SMED30000188	3675	3825	1.84187	2.5518	1.99362	2.1291	SMED30000188	3649	3825	3.33629	3.05058	3.19843	3.1951	0.585617373065577	0.0266244941603401
49	SMED30000188	4414	4720	6.6427	7.99758	6.78782	7.1427	SMED30000188	4388	4720	7.90616	5.7524	6.56525	6.74127	-0.0834491191472167	0.629088627402501
50	SMED30000193	2922	3351	6.26687	5.90129	4.53946	5.56921	SMED30000193	2760	3352	6.92325	4.81022	5.41481	5.71609	0.0375559380586978	0.866663951199226
51	SMED30000194	2385	2775	5.23268	3.8763	5.10608	4.73835	SMED30000194	2389	2775	5.67917	6.9653	5.10059	5.91502	0.319998278922162	0.172346688999439
52	SMED30000196	137	1390	10.95786	11.00531	12.45123	11.4715	SMED30000196	210	1384	8.10612	13.88091	9.1632	10.3834	-0.143775123426292	0.607478417113101
53	SMED30000196	1614	1925	54.37582	48.61066	49.01381	50.6668	SMED30000196	1651	1924	44.56577	42.4178	37.92718	41.6369	-0.283178055007274	0.028757735608967
54	SMED30000200	778	1046	4.22929	5.527	3.22449	4.32693	SMED30000200	751	1046	4.41291	3.3419	4.60935	4.12139	-0.0702127915741674	0.806604106664672
55	SMED30000200	2412	2568	3.12882	4.30641	4.0291	3.82144	SMED30000200	2416	2567	3.47365	3.95736	3.9233	3.78477	-0.013910748461636	0.931195125232073
56	SMED30000203	199	782	16.09428	8.09962	10.30345	11.4991	SMED30000203	216	621	11.1285	9.57434	15.74374	12.1489	0.0793047433693534	0.840745423690766
57	SMED30000203	2853	3349	20.17737	17.30941	18.96064	18.8158	SMED30000203	2918	3348	22.1974	17.39998	24.45512	21.3508	0.182345497226852	0.350555432096479
58	SMED30000222	1004	1479	8.08565	8.99916	6.81756	7.96746	SMED30000222	979	1590	9.43823	7.82886	7.85945	8.37551	0.0720571703656314	0.647980460738282
59	SMED30000223	3808	4690	7.8239	11.70936	7.39318	8.97548	SMED30000223	3813	4692	15.49982	19.6304	13.76123	16.2971	0.860554265767111	0.0322933094698455
60	SMED30000223	5736	6288	15.1272	14.31638	11.1724	13.5387	SMED30000223	5769	6286	14.83922	14.1182	13.57775	14.1784	0.0666055204374299	0.655169640670916
61	SMED30000236	995	1167	4.32058	3.89963	3.9169	4.0457	SMED30000236	990	1167	4.54326	3.23481	4.74384	4.17397	0.0450308873263775	0.815808468931224
62	SMED30000242	199	712	6.40659	7.0278	4.9595	6.1313	SMED30000242	193	712	7.94064	7.05891	9.29055	8.0967	0.401141027207531	0.0926535642488834
63	SMED30000244	1028	1205	13.24693	7.32427	6.99684	9.18935	SMED30000244	1055	1204	8.32783	7.92415	8.10738	8.11979	-0.178520401601729	0.651235177017084
64	SMED30000261	208	1769	17.58045	20.48593	13.94577	17.3374	SMED30000261	236	1770	23.8569	14.17757	20.96152	19.6653	0.181764633906052	0.540619909258578
65	SMED30000262	152	355	10.28317	15.14194	14.04433	13.1565	SMED30000262	199	345	11.46008	10.19048	8.21879	9.95645	-0.40207240040032	0.153394202362211
66	SMED30000274	163	445	1.82228	1.676	12.52522	5.34117	SMED30000274	173	337	2.0241	14.33853	1.63524	5.99929	0.167635968312473	0.910720535485148
67	SMED30000274	572	1783	16.58167	13.77573	12.52522	14.2942	SMED30000274	641	1781	15.09497	14.33853	15.66985	15.0345	0.0728470099604165	0.607244496955474
68	SMED30000275	26	471	18.12606	13.94119	18.95478	17.0073	SMED30000275	29	477	16.5232	24.22927	17.06072	19.2711	0.18028479982506	0.490380611227125
69	SMED30000282	105	813	6.28537	7.00507	7.71997	7.00347	SMED30000282	117	810	5.828	4.42541	3.56819	4.6072	-0.604179682252559	0.0464507716640186
70	SMED30000284	110	357	2.46096	6.71436	6.12624	5.10052	SMED30000284	144	311	2.12916	2.29936	1.79914	2.07589	-1.29691433961177	0.149346312588999
71	SMED30000284	480	845	6.44981	6.71436	6.12624	6.43014	SMED30000284	589	843	4.96318	4.20045	3.78413	4.31592	-0.575182025680121	0.0127718145104185
72	SMED30000291	992	1410	4.74332	4.37171	4.76305	4.62603	SMED30000291	956	1406	6.06588	8.15503	5.22626	6.48239	0.486751198179267	0.164137614752347
73	SMED30000291	5040	5376	4.17115	4.11839	4.71233	4.33396	SMED30000291	5008	5375	4.82536	3.92707	4.02026	4.25756	-0.0256589768929344	0.835988813254892
74	SMED30000293	85	352	4.56022	3.90167	4.50015	4.32068	SMED30000293	78	290	2.8442	4.10621	2.94792	3.29944	-0.389037202684375	0.110730693296321
75	SMED30000299	1965	2644	2.74084	2.48729	1.46417	2.23077	SMED30000299	1997	2644	2.62171	1.87832	2.81477	2.43827	0.128316116090033	0.691817530704692
76	SMED30000310	1923	2215	15.2265	12.34374	9.28543	12.2852	SMED30000310	1976	2139	5.47074	6.04496	5.29033	5.60201	-1.1329048807635	0.0576760195058702
77	SMED30000311	713	1958	12.43239	7.30698	7.49123	9.07687	SMED30000311	726	1958	11.18043	8.69348	10.48106	10.1183	0.1567001195064	0.613279374589451
78	SMED30000316	214	475	4.31568	3.46934	5.1533	4.31277	SMED30000316	258	475	4.98924	5.86534	4.08937	4.98132	0.207913313512374	0.397741927365913
79	SMED30000316	1732	1901	1.48196	1.75416	1.34733	1.52782	SMED30000316	1705	1901	1.821	1.78154	1.95324	1.85193	0.277554985681232	0.0973547715703233
80	SMED30000316	2976	3249	5.36551	4.64148	4.83854	4.94851	SMED30000316	2977	3249	5.70701	4.9158	5.06267	5.22849	0.0794001589227098	0.438417549456023
81	SMED30000338	2062	2761	15.38023	11.88042	10.94647	12.7357	SMED30000338	2096	2775	11.57496	18.88947	11.85998	14.1081	0.147645449404723	0.650055487244841
82	SMED30000343	9	390	10.11524	9.13267	6.14978	8.4659	SMED30000343	22	390	9.15591	14.9382	16.33465	13.4763	0.670689097580181	0.136290515723781
83	SMED30000345	166	322	5.45567	5.17199	9.44186	6.68984	SMED30000345	110	333	9.17151	8.24363	10.01568	9.14361	0.45079216343449	0.20989960326668
84	SMED30000345	2412	2999	31.00927	36.51352	24.59914	30.7073	SMED30000345	2416	3009	42.31372	31.24973	26.05088	33.2048	0.112810142831468	0.696095988428091
85	SMED30000350	130	400	3.53756	3.18545	4.50882	3.74394	SMED30000350	126	398	3.16757	3.66916	3.11028	3.31567	-0.175256888324745	0.40154937344142
86	SMED30000350	863	1383	4.01092	3.64719	3.69043	3.78285	SMED30000350	864	1381	3.04697	2.2121	2.30067	2.51991	-0.586101362868066	0.0268415487587316
87	SMED30000359	115	473	9.79893	11.38193	7.25075	9.4772	SMED30000359	108	471	7.5241	8.80996	14.27424	10.2028	0.106432342945467	0.780381618384761
88	SMED30000362	249	517	2.15556	1.82424	2.31463	2.09814	SMED30000362	247	517	2.28992	2.38219	1.85334	2.17515	0.0520039476807188	0.741830472336009
89	SMED30000370	137	669	27.05277	18.19554	14.16507	19.8045	SMED30000370	128	429	26.17297	18.39239	15.9334	20.1663	0.0261181323212766	0.944832667160575
90	SMED30000370	3649	4069	4.87509	3.87324	5.34676	4.69836	SMED30000370	3710	4069	4.47278	5.11657	5.5109	5.03342	0.0993817241505912	0.565061037196828
91	SMED30000371	647	815	13.92529	12.89396	13.44512	13.4215	SMED30000371	650	814	12.05424	9.35356	6.82282	9.41021	-0.512247093684046	0.112275509484972
92	SMED30000373	825	1129	6.92354	5.15418	5.01269	5.6968	SMED30000373	886	1128	6.40321	4.68069	6.21714	5.76701	0.0176717662472691	0.936097017251121
93	SMED30000377	18	423	10.82106	8.17535	4.35058	7.78233	SMED30000377	26	412	10.17776	6.86541	11.08455	9.37591	0.268756564006282	0.526860419964275
94	SMED30000377	1181	1456	3.65302	3.43231	2.00146	3.02893	SMED30000377	1176	1452	3.06622	3.67285	3.83766	3.52558	0.219052380437904	0.450923402960891
95	SMED30000377	1835	2528	10.90142	8.11412	10.23645	9.75066	SMED30000377	1817	2531	13.52543	12.92281	12.12964	12.8593	0.399240331223208	0.0474161262084957
96	SMED30000378	187	359	2.6034	2.06024	3.34751	2.67038	SMED30000378	176	354	3.58345	3.28471	2.53414	3.1341	0.23100615805344	0.396001879174307
97	SMED30000393	1286	1573	8.51693	7.10774	6.99118	7.53862	SMED30000393	1291	1573	7.35259	6.83431	8.22603	7.47098	-0.0130029518647295	0.920672030909517
98	SMED30000403	1812	2089	5.80398	4.87235	7.37505	6.01713	SMED30000403	1817	2090	6.87456	9.85305	6.08174	7.60312	0.337516034791009	0.319150783185728
99	SMED30000409	1867	2330	7.39422	3.59513	4.31595	5.10177	SMED30000409	1877	2285	5.02281	5.4003	5.87933	5.43415	0.0910565288663979	0.804458870672309
100	SMED30000411	560	1057	4.06269	3.71412	3.39165	3.72282	SMED30000411	590	1134	3.47486	2.80225	3.833	3.37004	-0.143630147647648	0.390202811781881
101	SMED30000411	1342	1592	1.91869	2.11541	1.94828	1.99413	SMED30000411	1334	1620	3.0557	2.63708	2.14983	2.6142	0.390610055066988	0.134952707674857
102	SMED30000411	2330	2501	5.30629	4.36784	2.75088	4.14167	SMED30000411	2337	2499	3.82669	3.01137	4.2874	3.70849	-0.159380728305308	0.640169136577999
103	SMED30000418	5329	5656	7.86004	6.02812	6.23323	6.70713	SMED30000418	5345	5656	7.03063	7.22877	6.18669	6.81536	0.0230942997238793	0.880121994791574
104	SMED30000421	4151	4408	41.63986	37.74573	27.83321	35.7396	SMED30000421	4179	4405	42.93003	29.61761	27.04305	33.1969	-0.10647496192416	0.71259827029093
105	SMED30000440	1189	1893	19.01962	12.00371	12.40109	14.4748	SMED30000440	1223	1893	18.52228	17.47081	18.64557	18.2129	0.33141724329635	0.240119209300582
106	SMED30000445	3054	3197	6.11619	6.05022	6.48444	6.21695	SMED30000445	3050	3192	4.6151	7.23569	5.89145	5.91408	-0.0720532170209103	0.729542040548581
107	SMED30000449	1663	1930	8.51461	4.47588	4.75105	5.91385	SMED30000449	1698	1928	3.69113	5.3407	3.91287	4.3149	-0.454770526533816	0.347606599999501
108	SMED30000459	2109	2354	6.07202	4.91192	4.58539	5.18978	SMED30000459	2128	2353	6.16125	5.84071	4.71685	5.57294	0.102765238413608	0.575171063027356
109	SMED30000463	558	818	4.0721	1.74092	1.57105	2.46136	SMED30000463	566	818	2.99881	2.65217	3.33375	2.99491	0.283056966579585	0.580216117834618
110	SMED30000473	456	723	4.49278	4.35544	4.44309	4.43044	SMED30000473	448	723	5.89971	6.85101	4.93362	5.89478	0.411987986989682	0.117343679360096
111	SMED30000473	2364	2630	6.69288	6.34861	2.61677	5.21942	SMED30000473	2415	2606	2.89589	4.94153	5.20043	4.34595	-0.264217921980386	0.598383032195551
112	SMED30000473	2860	3176	7.69215	7.47254	5.48231	6.88233	SMED30000473	2854	3142	8.3441	5.18768	6.28958	6.60712	-0.0588755218365116	0.825155097790522
113	SMED30000473	3323	3566	8.51106	7.47254	5.48231	7.1553	SMED30000473	3344	3558	6.37192	5.10535	6.28958	5.92228	-0.272859554607533	0.301978127083378
114	SMED30000475	11	873	4.69716	4.18015	2.86995	3.91575	SMED30000475	37	829	3.05771	3.49621	6.43071	4.32821	0.144481839436262	0.751935979300351
115	SMED30000479	859	1192	7.3067	5.04104	4.37132	5.57302	SMED30000479	870	1189	4.7838	2.51891	3.44013	3.58095	-0.638116956079226	0.151864541326312
116	SMED30000483	889	1199	10.30082	4.78804	9.12624	8.0717	SMED30000483	931	1167	5.20053	5.46915	7.4305	6.03339	-0.41990371336484	0.352446864316757
117	SMED30000488	1677	2140	16.04683	20.21452	18.83348	18.3649	SMED30000488	1669	2141	25.56223	32.60495	26.97687	28.3814	0.627994716160279	0.0244075935144094
118	SMED30000492	2015	2509	8.60122	4.65006	6.505	6.58543	SMED30000492	2213	2508	5.84397	6.39732	5.24346	5.82825	-0.176214882838263	0.580980960840905
119	SMED30000494	749	903	4.72967	4.92214	4.4997	4.71717	SMED30000494	750	902	4.54059	5.19253	3.11493	4.28268	-0.139407710746228	0.554495819809158
120	SMED30000500	293	805	38.25922	21.17443	21.56743	27.0004	SMED30000500	236	805	23.13154	31.22835	29.97833	28.1127	0.0582412393153219	0.869250244465026
121	SMED30000510	76	674	6.27032	4.41027	8.95144	6.54401	SMED30000510	71	674	12.54597	10.80659	5.38348	9.57868	0.549651904676984	0.308715425363912
122	SMED30000510	2131	2477	5.08125	3.89931	5.42371	4.80142	SMED30000510	2132	2482	4.56518	5.21879	4.34858	4.71085	-0.0274737446733141	0.874820416144927
123	SMED30000511	518	1412	28.24928	31.99025	32.89463	31.0447	SMED30000511	520	1387	40.10833	39.8103	30.00971	36.6428	0.239182758541786	0.228122030260127
124	SMED30000512	3443	3689	7.10111	5.98556	5.43043	6.17237	SMED30000512	3401	3682	6.36188	5.61308	6.48483	6.15326	-0.00447359272061649	0.974927569116783
125	SMED30000513	84	283	9.33947	8.5563	10.76016	9.55198	SMED30000513	82	298	11.80774	10.86083	8.48429	10.3843	0.120532247180364	0.525493416141963
126	SMED30000524	2853	3194	5.50124	3.44011	4.7112	4.55085	SMED30000524	2873	3174	5.4386	5.26086	4.04271	4.91406	0.110779438318372	0.653013447971319
127	SMED30000527	823	1131	34.82626	40.77752	42.70465	39.4361	SMED30000527	857	1067	19.49503	15.25211	9.46327	14.7368	-1.42009359803306	0.00316434737111274
128	SMED30000535	1308	1519	9.27877	4.22607	5.14078	6.21521	SMED30000535	1300	1469	9.34675	4.47229	3.42635	5.74846	-0.112627625056348	0.855311633304707
129	SMED30000538	1073	1233	8.31672	7.0228	9.29583	8.21178	SMED30000538	1076	1233	9.28335	11.74211	11.07895	10.7015	0.382046147269979	0.0657879505679785
130	SMED30000539	2855	3009	3.23149	2.8793	3.19718	3.10266	SMED30000539	2819	3009	3.58878	4.68489	3.69989	3.99119	0.363313349649149	0.11440420420383
131	SMED30000542	1153	1341	3.03529	2.46405	2.52319	2.67418	SMED30000542	1161	1343	3.30479	3.11797	3.28301	3.23526	0.274785081306925	0.0786664091035191
132	SMED30000553	3127	3373	7.66467	5.62545	5.7994	6.36317	SMED30000553	3178	3430	3.74524	6.30243	3.72472	4.5908	-0.471000083651878	0.179923992784443
133	SMED30000559	9880	10423	6.19486	10.61804	8.02726	8.28005	SMED30000559	9882	10422	7.53579	6.34585	6.89112	6.92425	-0.257981665485155	0.403094017218116
134	SMED30000562	1701	2151	8.30198	6.84337	5.99968	7.04834	SMED30000562	1705	2151	6.64052	5.71852	5.84629	6.06844	-0.215957825279871	0.281689927004047
135	SMED30000563	70	490	12.28286	9.65643	17.63729	13.1922	SMED30000563	76	487	10.82061	19.36179	10.90133	13.6946	0.0539219515722627	0.89823122852415
136	SMED30000565	8355	8512	4.23672	2.88691	3.74468	3.62277	SMED30000565	8331	8523	4.86599	5.61182	4.108	4.86194	0.424438873693302	0.102807588473913
137	SMED30000565	11093	11985	14.54873	10.01279	7.4767	10.6794	SMED30000565	11216	11985	9.90881	10.42286	9.23847	9.85671	-0.115652509153401	0.730904299575287
138	SMED30000573	29	364	18.27973	17.32537	12.93673	16.1806	SMED30000573	29	368	15.51837	12.01978	10.95411	12.8308	-0.334653980748983	0.195767697302448
139	SMED30000576	833	1007	4.85793	4.65539	4.26888	4.59407	SMED30000576	866	1005	4.42808	7.16946	5.07545	5.55766	0.274704738457827	0.364204793642095
140	SMED30000576	1664	2173	9.53474	5.16772	5.86097	6.85448	SMED30000576	1777	2166	6.25956	4.20133	5.47493	5.31194	-0.367808372188368	0.380492290010478
141	SMED30000581	920	1319	3.53039	5.69065	6.66296	5.29467	SMED30000581	1002	1637	6.57752	9.61332	5.82597	7.33894	0.471030934007358	0.243178083364105
142	SMED30000581	2243	2496	5.06585	8.47691	4.51011	6.01762	SMED30000581	2263	2488	5.83768	5.94504	7.17603	6.31958	0.0706356735118924	0.835691880437725
143	SMED30000581	2639	3148	6.18724	8.47691	4.51011	6.39142	SMED30000581	2694	3102	8.06132	5.94504	7.17603	7.0608	0.143695157973115	0.642352491924336
144	SMED30000596	858	1056	12.26597	14.20003	8.59661	11.6875	SMED30000596	830	1054	15.05929	5.89222	6.21938	9.05696	-0.367867573953351	0.496486473378573
145	SMED30000608	2674	2940	3.64722	4.34693	4.95429	4.31615	SMED30000608	2673	2940	3.99087	3.80178	3.94607	3.91291	-0.141503076455928	0.397605954117884
146	SMED30000609	924	1068	4.75943	7.31447	5.82117	5.96502	SMED30000609	895	1069	9.53809	7.3355	3.43959	6.77106	0.182854728264302	0.707595886590386
147	SMED30000613	508	778	7.8126	6.35004	6.42861	6.86375	SMED30000613	539	769	4.0069	4.50456	4.44959	4.32035	-0.667848813500578	0.0239613422627307
148	SMED30000621	224	494	4.03321	3.71116	4.00564	3.91667	SMED30000621	252	460	3.32796	3.57141	3.65159	3.51699	-0.15528634588567	0.0480183788817109
149	SMED30000621	776	1556	15.97207	12.10873	12.73459	13.6051	SMED30000621	794	1555	16.99295	14.7692	14.65275	15.4716	0.18547484052625	0.270216577845035
150	SMED30000625	2874	3158	23.65067	18.12334	17.10433	19.6261	SMED30000625	2891	3158	25.68392	18.37895	21.23466	21.7658	0.149289531051879	0.507347720182556
151	SMED30000640	664	1163	5.70767	4.35777	4.68976	4.9184	SMED30000640	614	1162	5.41849	5.54065	4.8136	5.25758	0.0962098272123426	0.515962221275223
152	SMED30000643	287	702	6.5299	5.665	6.03278	6.07589	SMED30000643	301	651	6.11734	8.11934	7.958	7.39823	0.284084401378824	0.165044906655866
153	SMED30000643	1192	1986	28.24005	21.24753	20.00414	23.1639	SMED30000643	1189	1988	30.85377	26.47967	25.87303	27.7355	0.259855560043414	0.217097736821839
154	SMED30000644	1852	2271	3.63507	2.84987	2.35941	2.94812	SMED30000644	1840	2251	4.59109	6.6142	3.82161	5.00897	0.764718722001009	0.116415665920613
155	SMED30000644	4585	5039	10.92896	7.96749	10.54818	9.81488	SMED30000644	4588	5029	10.50249	9.37055	7.20881	9.02728	-0.120679272632676	0.588634825920298
156	SMED30000646	2086	2361	4.59597	3.04865	3.84622	3.83028	SMED30000646	2098	2326	3.47966	4.00086	3.74617	3.74223	-0.0335516291513166	0.866201136480538
157	SMED30000648	1839	2064	12.47508	10.19438	12.64233	11.7706	SMED30000648	1793	2064	12.99668	12.5079	15.69519	13.7333	0.222490472142085	0.199824289384991
158	SMED30000654	2104	2303	2.86563	1.98144	3.21647	2.68785	SMED30000654	2109	2304	3.21918	2.44641	1.7935	2.48636	-0.112417429042634	0.733850705877608
159	SMED30000661	263	1109	17.41313	21.97455	16.17475	18.5208	SMED30000661	32	931	27.85004	42.88421	28.38982	33.0414	0.835128399915637	0.0848418273953207
160	SMED30000664	1075	1405	3.59585	3.35581	3.73346	3.56171	SMED30000664	1160	1405	2.69229	2.461	2.53396	2.56242	-0.475063091054721	0.00310068870801348
161	SMED30000664	2167	2958	14.42417	16.09486	13.8875	14.8022	SMED30000664	2162	2955	17.0272	14.84971	17.38017	16.419	0.149554647794349	0.194806369635663
162	SMED30000664	3186	4197	30.54861	20.07723	16.27542	22.3004	SMED30000664	3468	4081	16.24689	12.46495	19.90366	16.2052	-0.460612761751223	0.293152784382778
163	SMED30000668	1809	2380	11.6452	9.58841	7.64163	9.62508	SMED30000668	1849	2380	10.28866	8.11871	9.57538	9.32758	-0.0452957031965343	0.8357252110033
164	SMED30000671	84	588	18.19282	20.16222	22.49591	20.2836	SMED30000671	120	760	25.99337	19.80497	22.68315	22.8272	0.170440179127585	0.314923718326727
165	SMED30000681	561	765	5.2444	4.30175	7.83561	5.79392	SMED30000681	545	765	6.50541	8.15963	4.95437	6.5398	0.174706751312228	0.623951655116363
166	SMED30000686	285	547	8.42581	8.2804	8.8319	8.5127	SMED30000686	293	531	6.32831	6.69	5.42959	6.1493	-0.46919459673097	0.013102575981988
167	SMED30000689	33	634	35.50863	28.01712	27.00369	30.1765	SMED30000689	30	633	38.6998	35.36169	25.5252	33.1956	0.137566542749393	0.566181648785635
